Product_ID,Product_Category,Year,H1_Revenue,H2_Revenue,Yearly_Revenue,H1_Quantity,H2_Quantity,Yearly_Quantity,H1_Revenue_Percentage,H2_Revenue_Percentage
P00217742,Health & Beauty,2017,1177.08,1523.28,2700.36,68,88,156,43.59,56.41
P00307342,Toys,2017,766.75,1932.21,2698.96,25,63,88,28.41,71.59
P00192242,Home & Kitchen,2017,1064.85,1632.77,2697.62,15,23,38,39.47,60.53
P00350142,Toys,2017,1659.84,1037.40,2697.24,32,20,52,61.54,38.46
P00329442,Health & Beauty,2017,1094.70,1602.00,2696.70,41,60,101,40.59,59.41
P00299442,Home & Kitchen,2017,1282.20,1410.42,2692.62,30,33,63,47.62,52.38
P00250342,"Arts, Crafts & Sewing",2017,1561.80,1130.25,2692.05,76,55,131,58.02,41.98
P00250942,Patio & Garden,2017,1452.48,1238.88,2691.36,34,29,63,53.97,46.03
P00220042,Health & Beauty,2017,915.88,1766.34,2682.22,14,27,41,34.15,65.85
P00221042,Grocery,2017,1360.68,1320.66,2681.34,34,33,67,50.75,49.25
P00093242,Toys,2017,1244.10,1437.15,2681.25,58,67,125,46.40,53.60
P00268542,Health & Beauty,2017,1731.60,932.40,2664.00,26,14,40,65.00,35.00
P00131542,Toys,2017,846.90,1806.72,2653.62,15,32,47,31.91,68.09
P00179642,Patio & Garden,2017,1815.58,837.96,2653.54,26,12,38,68.42,31.58
P00037242,Toys,2017,1162.44,1485.34,2647.78,18,23,41,43.90,56.10
P00323542,Toys,2017,1388.73,1256.47,2645.20,21,19,40,52.50,47.50
P00050542,Health & Beauty,2017,929.37,1715.76,2645.13,13,24,37,35.14,64.86
P00302542,Health & Beauty,2017,1394.98,1248.14,2643.12,19,17,36,52.78,47.22
P00120242,Toys,2017,1444.31,1198.47,2642.78,47,39,86,54.65,45.35
P00295342,Electronics,2017,1641.60,1000.35,2641.95,64,39,103,62.14,37.86
P0094842,Clothing,2017,1213.48,1424.52,2638.00,23,27,50,46.00,54.00
P00238742,Furniture,2017,1408.29,1224.60,2632.89,23,20,43,53.49,46.51
P00230442,Appliances,2017,1062.16,1562.00,2624.16,17,25,42,40.48,59.52
P00288042,Toys,2017,1150.68,1471.80,2622.48,43,55,98,43.88,56.12
P00004142,Toys,2017,1441.44,1179.36,2620.80,22,18,40,55.00,45.00
P00124542,Patio & Garden,2017,946.90,1671.00,2617.90,17,30,47,36.17,63.83
P00072442,Electronics,2017,871.68,1743.36,2615.04,12,24,36,33.33,66.67
P00193642,Electronics,2017,845.90,1768.70,2614.60,22,46,68,32.35,67.65
P00287342,Health & Beauty,2017,1305.73,1305.73,2611.46,37,37,74,50.00,50.00
P00123842,Patio & Garden,2017,1423.20,1186.00,2609.20,30,25,55,54.55,45.45
P00294042,Toys,2017,1938.04,670.86,2608.90,26,9,35,74.29,25.71
P00050342,Health & Beauty,2017,1094.52,1511.48,2606.00,21,29,50,42.00,58.00
P00214442,Toys,2017,1209.49,1393.21,2602.70,79,91,170,46.47,53.53
P00005942,Electronics,2017,1336.14,1261.91,2598.05,18,17,35,51.43,48.57
P00212542,Toys,2017,1297.92,1297.92,2595.84,24,24,48,50.00,50.00
P00200842,Toys,2017,1502.20,1087.80,2590.00,29,21,50,58.00,42.00
P00219542,Health & Beauty,2017,826.50,1763.20,2589.70,15,32,47,31.91,68.09
P00339042,Health & Beauty,2017,1035.80,1553.70,2589.50,20,30,50,40.00,60.00
P00178042,Toys,2017,1039.64,1548.40,2588.04,47,70,117,40.17,59.83
P00222142,Health & Beauty,2017,1495.68,1090.60,2586.28,48,35,83,57.83,42.17
P00363742,Health & Beauty,2017,1290.48,1290.48,2580.96,19,19,38,50.00,50.00
P00156142,Health & Beauty,2017,1157.86,1421.01,2578.87,22,27,49,44.90,55.10
P00156742,Health & Beauty,2017,1264.00,1314.56,2578.56,50,52,102,49.02,50.98
P00370293,Jewelry & Accessories,2017,1328.64,1245.60,2574.24,128,120,248,51.61,48.39
P00286042,"Books, Movies & Music",2017,899.92,1671.28,2571.20,14,26,40,35.00,65.00
P00008042,Household Essentials,2017,906.36,1661.66,2568.02,12,22,34,35.29,64.71
P00355642,"Arts, Crafts & Sewing",2017,990.64,1571.36,2562.00,29,46,75,38.67,61.33
P00315742,Health & Beauty,2017,1659.60,898.95,2558.55,24,13,37,64.86,35.14
P00312842,"Arts, Crafts & Sewing",2017,1330.50,1224.06,2554.56,25,23,48,52.08,47.92
P00092942,Toys,2017,1242.60,1308.00,2550.60,19,20,39,48.72,51.28
P00233742,Grocery,2017,885.44,1660.20,2545.64,16,30,46,34.78,65.22
P00085642,Health & Beauty,2017,1369.06,1173.48,2542.54,49,42,91,53.85,46.15
P00023142,Health & Beauty,2017,1213.80,1320.90,2534.70,34,37,71,47.89,52.11
P00010542,Electronics,2017,1301.94,1229.61,2531.55,18,17,35,51.43,48.57
P00191942,Electronics,2017,859.68,1671.60,2531.28,18,35,53,33.96,66.04
P00326742,Patio & Garden,2017,1363.72,1165.12,2528.84,103,88,191,53.93,46.07
P00052242,Toys,2017,904.97,1619.42,2524.39,19,34,53,35.85,64.15
P00278042,Grocery,2017,1452.73,1068.99,2521.72,53,39,92,57.61,42.39
P00021342,Health & Beauty,2017,1224.34,1296.36,2520.70,17,18,35,48.57,51.43
P00352742,Grocery,2017,1202.67,1317.21,2519.88,21,23,44,47.73,52.27
P00259042,Health & Beauty,2017,839.80,1679.60,2519.40,19,38,57,33.33,66.67
P00110342,Baby,2017,1359.72,1158.28,2518.00,27,23,50,54.00,46.00
P00036242,Health & Beauty,2017,1111.88,1404.48,2516.36,19,24,43,44.19,55.81
P00036842,Grocery,2017,1320.06,1194.34,2514.40,147,133,280,52.50,47.50
P00159842,Grocery,2017,1287.51,1226.20,2513.71,21,20,41,51.22,48.78
P00117042,Grocery,2017,1212.60,1297.20,2509.80,43,46,89,48.31,51.69
P00086142,Health & Beauty,2017,1250.25,1250.25,2500.50,25,25,50,50.00,50.00
P00020242,Toys,2017,1823.31,675.30,2498.61,27,10,37,72.97,27.03
P00184342,Toys,2017,1318.41,1179.63,2498.04,19,17,36,52.78,47.22
P00024142,Toys,2017,997.44,1496.16,2493.60,32,48,80,40.00,60.00
P00346542,Automotive,2017,1394.82,1095.93,2490.75,42,33,75,56.00,44.00
P00058642,"Books, Movies & Music",2017,726.46,1764.26,2490.72,14,34,48,29.17,70.83
P00259842,Grocery,2017,1244.67,1244.67,2489.34,21,21,42,50.00,50.00
P00086242,Automotive,2017,1334.72,1148.48,2483.20,43,37,80,53.75,46.25
P00085442,Pets,2017,1072.72,1399.20,2471.92,46,60,106,43.40,56.60
P00166942,Electronics,2017,1647.90,823.95,2471.85,30,15,45,66.67,33.33
P00254442,Grocery,2017,1012.80,1455.90,2468.70,16,23,39,41.03,58.97
P00222442,Health & Beauty,2017,843.96,1623.00,2466.96,13,25,38,34.21,65.79
P00227542,Furniture,2017,1612.34,848.60,2460.94,38,20,58,65.52,34.48
P00016342,Grocery,2017,1086.42,1372.32,2458.74,19,24,43,44.19,55.81
P00194642,Grocery,2017,1215.78,1242.21,2457.99,46,47,93,49.46,50.54
P0096342,Toys,2017,1700.55,755.80,2456.35,45,20,65,69.23,30.77
P00026742,Toys,2017,1464.87,976.58,2441.45,33,22,55,60.00,40.00
P00191342,Electronics,2017,1477.20,960.18,2437.38,20,13,33,60.61,39.39
P00224042,Toys,2017,1217.37,1217.37,2434.74,17,17,34,50.00,50.00
P00267142,Toys,2017,1276.38,1154.82,2431.20,21,19,40,52.50,47.50
P00192742,Patio & Garden,2017,1635.48,792.96,2428.44,33,16,49,67.35,32.65
P00351242,Home & Kitchen,2017,485.52,1942.08,2427.60,7,28,35,20.00,80.00
P00017542,Health & Beauty,2017,1184.49,1242.27,2426.76,41,43,84,48.81,51.19
P00252542,Toys,2017,1153.62,1272.96,2426.58,29,32,61,47.54,52.46
P00035342,Electronics,2017,1748.71,676.92,2425.63,31,12,43,72.09,27.91
P00218942,Health & Beauty,2017,757.20,1665.84,2423.04,10,22,32,31.25,68.75
P00271542,"Books, Movies & Music",2017,1094.10,1328.55,2422.65,14,17,31,45.16,54.84
P00244142,Grocery,2017,1045.09,1376.46,2421.55,41,54,95,43.16,56.84
P00021842,Health & Beauty,2017,1439.48,976.79,2416.27,28,19,47,59.57,40.43
P00331242,Pets,2017,1391.54,1018.20,2409.74,41,30,71,57.75,42.25
P00367042,Toys,2017,830.60,1578.14,2408.74,20,38,58,34.48,65.52
P00265142,Home & Kitchen,2017,959.56,1439.34,2398.90,28,42,70,40.00,60.00
P00059742,Grocery,2017,1295.80,1101.43,2397.23,20,17,37,54.05,45.95
P00144042,Electronics,2017,990.14,1405.36,2395.50,31,44,75,41.33,58.67
P00247142,Toys,2017,1312.40,1082.73,2395.13,40,33,73,54.79,45.21
P00021642,Toys,2017,1067.01,1321.06,2388.07,21,26,47,44.68,55.32
P00109742,Toys,2017,1027.88,1358.27,2386.15,28,37,65,43.08,56.92
P00105242,Patio & Garden,2017,1152.75,1229.60,2382.35,15,16,31,48.39,51.61
P00117142,Electronics,2017,1156.68,1224.72,2381.40,68,72,140,48.57,51.43
P0095642,Health & Beauty,2017,1246.41,1133.10,2379.51,33,30,63,52.38,47.62
P00345942,Toys,2017,1064.20,1314.60,2378.80,17,21,38,44.74,55.26
P00199142,Health & Beauty,2017,1149.15,1225.76,2374.91,15,16,31,48.39,51.61
P00289242,Grocery,2017,1101.10,1272.70,2373.80,77,89,166,46.39,53.61
P00168342,Patio & Garden,2017,1279.60,1087.66,2367.26,20,17,37,54.05,45.95
P00191642,Home & Kitchen,2017,1327.10,1038.60,2365.70,46,36,82,56.10,43.90
P00323442,Health & Beauty,2017,1247.16,1115.88,2363.04,19,17,36,52.78,47.22
P00285442,Toys,2017,1284.27,1076.01,2360.28,37,31,68,54.41,45.59
P00347142,Health & Beauty,2017,1147.30,1212.86,2360.16,35,37,72,48.61,51.39
P00319542,Toys,2017,1088.64,1270.08,2358.72,24,28,52,46.15,53.85
P00195942,Home & Kitchen,2017,958.56,1397.90,2356.46,24,35,59,40.68,59.32
P00269542,Patio & Garden,2017,1270.80,1080.18,2350.98,40,34,74,54.05,45.95
P00163242,Grocery,2017,1410.24,940.16,2350.40,39,26,65,60.00,40.00
P00179142,Patio & Garden,2017,896.22,1447.74,2343.96,13,21,34,38.24,61.76
P00293042,Toys,2017,817.50,1526.00,2343.50,15,28,43,34.88,65.12
P00034242,Health & Beauty,2017,1091.56,1242.12,2333.68,29,33,62,46.77,53.23
P00270142,Health & Beauty,2017,1355.50,975.96,2331.46,25,18,43,58.14,41.86
P00358242,Toys,2017,817.18,1508.64,2325.82,13,24,37,35.14,64.86
P00057642,Grocery,2017,1029.00,1293.60,2322.60,210,264,474,44.30,55.70
P00048842,Toys,2017,1393.56,929.04,2322.60,18,12,30,60.00,40.00
P00088842,Toys,2017,1099.26,1221.40,2320.66,18,20,38,47.37,52.63
P00198242,Electronics,2017,1075.21,1244.98,2320.19,19,22,41,46.34,53.66
P00297842,Grocery,2017,1135.28,1184.64,2319.92,23,24,47,48.94,51.06
P00116942,Household Essentials,2017,1097.82,1219.80,2317.62,27,30,57,47.37,52.63
P00135542,Furniture,2017,1053.15,1263.78,2316.93,15,18,33,45.45,54.55
P00188642,Automotive,2017,1081.22,1235.68,2316.90,14,16,30,46.67,53.33
P00217542,Grocery,2017,1242.36,1071.00,2313.36,29,25,54,53.70,46.30
P00358442,Grocery,2017,1008.10,1304.60,2312.70,34,44,78,43.59,56.41
P00258942,Health & Beauty,2017,1554.40,750.40,2304.80,29,14,43,67.44,32.56
P00065242,Electronics,2017,1178.80,1115.65,2294.45,56,53,109,51.38,48.62
P00170942,Health & Beauty,2017,1451.60,840.40,2292.00,38,22,60,63.33,36.67
P00112842,Toys,2017,810.52,1480.08,2290.60,23,42,65,35.38,64.62
P00126242,Electronics,2017,947.24,1337.28,2284.52,17,24,41,41.46,58.54
P00188042,Health & Beauty,2017,1730.25,553.68,2283.93,25,8,33,75.76,24.24
P00124242,Patio & Garden,2017,1233.60,1048.56,2282.16,60,51,111,54.05,45.95
P00046942,"Arts, Crafts & Sewing",2017,1609.68,670.70,2280.38,24,10,34,70.59,29.41
P00204242,Household Essentials,2017,945.78,1332.69,2278.47,22,31,53,41.51,58.49
P00302742,Toys,2017,1450.03,822.99,2273.02,37,21,58,63.79,36.21
P00030742,Grocery,2017,1830.00,439.20,2269.20,25,6,31,80.65,19.35
P00218342,Health & Beauty,2017,1423.58,837.40,2260.98,34,20,54,62.96,37.04
P00111942,Toys,2017,1144.66,1116.28,2260.94,121,118,239,50.63,49.37
P00325142,Home & Kitchen,2017,1381.87,872.76,2254.63,19,12,31,61.29,38.71
P00273342,Automotive,2017,1159.74,1091.52,2251.26,17,16,33,51.52,48.48
P00179742,Patio & Garden,2017,1197.36,1047.69,2245.05,24,21,45,53.33,46.67
P00279642,Baby,2017,1120.98,1120.98,2241.96,21,21,42,50.00,50.00
P00182642,Electronics,2017,1303.56,936.36,2239.92,71,51,122,58.20,41.80
P00289642,Toys,2017,802.90,1433.75,2236.65,14,25,39,35.90,64.10
P00214242,Grocery,2017,1282.50,950.00,2232.50,27,20,47,57.45,42.55
P00181242,Patio & Garden,2017,1162.80,1065.90,2228.70,24,22,46,52.17,47.83
P00148442,Electronics,2017,699.60,1526.40,2226.00,11,24,35,31.43,68.57
P00198342,Health & Beauty,2017,1333.50,889.00,2222.50,21,14,35,60.00,40.00
P00132242,Health & Beauty,2017,611.68,1605.66,2217.34,8,21,29,27.59,72.41
P00232342,Patio & Garden,2017,835.66,1372.87,2208.53,14,23,37,37.84,62.16
P00328442,Health & Beauty,2017,1444.95,760.50,2205.45,19,10,29,65.52,34.48
P00001642,Toys,2017,1076.48,1126.94,2203.42,64,67,131,48.85,51.15
P00310342,Household Essentials,2017,574.68,1628.26,2202.94,12,34,46,26.09,73.91
P00052042,Grocery,2017,997.80,1197.36,2195.16,15,18,33,45.45,54.55
P00070542,Home & Kitchen,2017,859.98,1329.06,2189.04,22,34,56,39.29,60.71
P00006242,Health & Beauty,2017,859.54,1328.38,2187.92,11,17,28,39.29,60.71
P00046042,Health & Beauty,2017,874.92,1312.38,2187.30,12,18,30,40.00,60.00
P00171342,Furniture,2017,1169.64,1015.74,2185.38,38,33,71,53.52,46.48
P00025042,Health & Beauty,2017,919.52,1264.34,2183.86,16,22,38,42.11,57.89
P00186242,Clothing,2017,1681.83,498.32,2180.15,27,8,35,77.14,22.86
P00151142,Household Essentials,2017,914.16,1265.76,2179.92,13,18,31,41.94,58.06
P00350042,Household Essentials,2017,689.91,1485.96,2175.87,13,28,41,31.71,68.29
P00038442,Grocery,2017,724.90,1449.80,2174.70,10,20,30,33.33,66.67
P00037342,Toys,2017,789.28,1381.24,2170.52,16,28,44,36.36,63.64
P00129042,Grocery,2017,1011.92,1156.48,2168.40,28,32,60,46.67,53.33
P00219242,Clothing,2017,1112.67,1055.61,2168.28,39,37,76,51.32,48.68
P00052142,Toys,2017,1059.96,1108.14,2168.10,22,23,45,48.89,51.11
P00354642,Toys,2017,793.20,1374.88,2168.08,15,26,41,36.59,63.41
P00170542,Health & Beauty,2017,956.46,1208.16,2164.62,19,24,43,44.19,55.81
P00019042,Health & Beauty,2017,982.80,1179.36,2162.16,15,18,33,45.45,54.55
P00178442,Health & Beauty,2017,1601.72,557.12,2158.84,23,8,31,74.19,25.81
P00268342,Health & Beauty,2017,651.04,1502.40,2153.44,13,30,43,30.23,69.77
P00041542,Toys,2017,1229.48,922.11,2151.59,28,21,49,57.14,42.86
P00311642,Toys,2017,891.31,1258.32,2149.63,17,24,41,41.46,58.54
P00152942,Health & Beauty,2017,955.20,1194.00,2149.20,16,20,36,44.44,55.56
P00357242,Health & Beauty,2017,1253.07,895.05,2148.12,21,15,36,58.33,41.67
P00326942,Health & Beauty,2017,1365.84,780.48,2146.32,28,16,44,63.64,36.36
P00160942,Grocery,2017,773.08,1370.46,2143.54,22,39,61,36.07,63.93
P00346642,Toys,2017,207.06,1932.56,2139.62,3,28,31,9.68,90.32
P0099042,Health & Beauty,2017,576.80,1557.36,2134.16,10,27,37,27.03,72.97
P00231342,Health & Beauty,2017,1207.17,923.13,2130.30,17,13,30,56.67,43.33
P00000742,Health & Beauty,2017,1326.98,802.36,2129.34,43,26,69,62.32,37.68
P00179242,Patio & Garden,2017,1001.44,1126.62,2128.06,16,18,34,47.06,52.94
P00031142,"Arts, Crafts & Sewing",2017,1390.94,736.38,2127.32,34,18,52,65.38,34.62
P00190942,Home & Kitchen,2017,1192.59,927.57,2120.16,27,21,48,56.25,43.75
P00061842,Health & Beauty,2017,1588.32,529.44,2117.76,24,8,32,75.00,25.00
P00119042,Health & Beauty,2017,1035.60,1078.75,2114.35,24,25,49,48.98,51.02
P00278542,Toys,2017,1469.70,639.00,2108.70,23,10,33,69.70,30.30
P00320542,Toys,2017,1332.66,771.54,2104.20,19,11,30,63.33,36.67
P00258542,Patio & Garden,2017,899.88,1199.84,2099.72,12,16,28,42.86,57.14
P00348842,Grocery,2017,1203.73,893.09,2096.82,31,23,54,57.41,42.59
P00302642,"Arts, Crafts & Sewing",2017,964.54,1130.84,2095.38,29,34,63,46.03,53.97
P00294842,Toys,2017,836.64,1254.96,2091.60,18,27,45,40.00,60.00
P00341942,Patio & Garden,2017,1045.44,1045.44,2090.88,18,18,36,50.00,50.00
P00246442,Office & School Supplies,2017,970.71,1120.05,2090.76,13,15,28,46.43,53.57
P00253542,Toys,2017,1238.28,849.80,2088.08,51,35,86,59.30,40.70
P00298442,"Arts, Crafts & Sewing",2017,993.23,1094.58,2087.81,49,54,103,47.57,52.43
P00368242,Health & Beauty,2017,1491.00,596.40,2087.40,35,14,49,71.43,28.57
P00212942,Health & Beauty,2017,932.75,1148.00,2080.75,91,112,203,44.83,55.17
P00292042,Toys,2017,944.40,1133.28,2077.68,20,24,44,45.45,54.55
P00156242,Clothing,2017,1079.00,996.00,2075.00,26,24,50,52.00,48.00
P00137142,Furniture,2017,1105.44,967.26,2072.70,16,14,30,53.33,46.67
P00001442,Toys,2017,1149.15,919.32,2068.47,15,12,27,55.56,44.44
P00040742,Grocery,2017,1069.80,998.48,2068.28,30,28,58,51.72,48.28
P00344042,"Books, Movies & Music",2017,924.90,1140.71,2065.61,30,37,67,44.78,55.22
P00035942,Grocery,2017,1012.32,1052.28,2064.60,76,79,155,49.03,50.97
P00237542,Grocery,2017,964.71,1095.72,2060.43,243,276,519,46.82,53.18
P00363242,Grocery,2017,934.95,1121.94,2056.89,15,18,33,45.45,54.55
P00271242,Toys,2017,932.10,1123.30,2055.40,39,47,86,45.35,54.65
P0095142,Electronics,2017,701.12,1352.16,2053.28,14,27,41,34.15,65.85
P00102042,Health & Beauty,2017,840.16,1207.73,2047.89,16,23,39,41.03,58.97
P00001142,Health & Beauty,2017,939.96,1107.81,2047.77,84,99,183,45.90,54.10
P00223042,Grocery,2017,1284.66,761.28,2045.94,27,16,43,62.79,37.21
P00220742,Electronics,2017,1120.33,925.49,2045.82,23,19,42,54.76,45.24
P00272942,Health & Beauty,2017,1238.45,801.35,2039.80,17,11,28,60.71,39.29
P00273642,Toys,2017,566.60,1473.16,2039.76,10,26,36,27.78,72.22
P00349942,Grocery,2017,864.48,1170.65,2035.13,48,65,113,42.48,57.52
P00056142,Health & Beauty,2017,1220.52,813.68,2034.20,21,14,35,60.00,40.00
P00261142,Grocery,2017,665.46,1367.89,2033.35,18,37,55,32.73,67.27
P00315442,Grocery,2017,365.13,1663.37,2028.50,9,41,50,18.00,82.00
P00243842,Toys,2017,1048.32,973.44,2021.76,14,13,27,51.85,48.15
P00259542,Health & Beauty,2017,699.75,1321.75,2021.50,9,17,26,34.62,65.38
P00234842,Health & Beauty,2017,959.64,1061.42,2021.06,66,73,139,47.48,52.52
P00181642,Patio & Garden,2017,937.40,1078.01,2015.41,20,23,43,46.51,53.49
P00022142,Grocery,2017,1339.74,669.87,2009.61,18,9,27,66.67,33.33
P00004842,Home & Kitchen,2017,1231.74,775.54,2007.28,27,17,44,61.36,38.64
P00065442,Toys,2017,842.40,1158.30,2000.70,16,22,38,42.11,57.89
P00162042,Grocery,2017,1247.00,748.20,1995.20,25,15,40,62.50,37.50
P00348242,Toys,2017,1476.20,516.67,1992.87,20,7,27,74.07,25.93
P00208342,Grocery,2017,1003.00,986.00,1989.00,59,58,117,50.43,49.57
P00141842,Health & Beauty,2017,776.16,1212.75,1988.91,16,25,41,39.02,60.98
P00054342,Baby,2017,806.74,1173.44,1980.18,11,16,27,40.74,59.26
P00237842,Health & Beauty,2017,1188.00,792.00,1980.00,18,12,30,60.00,40.00
P00027142,Toys,2017,1187.10,791.40,1978.50,30,20,50,60.00,40.00
P00178642,Health & Beauty,2017,1026.30,951.66,1977.96,55,51,106,51.89,48.11
P00218742,Health & Beauty,2017,564.80,1412.00,1976.80,8,20,28,28.57,71.43
P00002442,Toys,2017,638.08,1335.98,1974.06,32,67,99,32.32,67.68
P00137542,Grocery,2017,1103.20,866.80,1970.00,28,22,50,56.00,44.00
P00036342,Health & Beauty,2017,1158.50,810.95,1969.45,50,35,85,58.82,41.18
P00158842,Toys,2017,902.66,1066.78,1969.44,22,26,48,45.83,54.17
P00202542,Furniture,2017,1205.70,763.61,1969.31,30,19,49,61.22,38.78
P00131342,Health & Beauty,2017,702.00,1263.60,1965.60,10,18,28,35.71,64.29
P00197342,Grocery,2017,1003.44,961.63,1965.07,24,23,47,51.06,48.94
P00214642,Patio & Garden,2017,948.64,1016.40,1965.04,28,30,58,48.28,51.72
P00235442,Grocery,2017,552.42,1411.74,1964.16,9,23,32,28.13,71.88
P00078842,Grocery,2017,580.72,1379.21,1959.93,8,19,27,29.63,70.37
P00064042,Home & Kitchen,2017,820.88,1138.64,1959.52,31,43,74,41.89,58.11
P00370242,Health & Beauty,2017,1076.40,882.05,1958.45,72,59,131,54.96,45.04
P00018142,Health & Beauty,2017,1088.00,870.40,1958.40,20,16,36,55.56,44.44
P00118242,Health & Beauty,2017,732.36,1220.60,1952.96,12,20,32,37.50,62.50
P0095542,Electronics,2017,1030.96,920.50,1951.46,56,50,106,52.83,47.17
P00120442,Toys,2017,863.19,1086.98,1950.17,27,34,61,44.26,55.74
P00176942,Health & Beauty,2017,1204.96,744.24,1949.20,34,21,55,61.82,38.18
P00313142,Toys,2017,1133.00,815.76,1948.76,50,36,86,58.14,41.86
P00031942,Patio & Garden,2017,763.18,1179.46,1942.64,11,17,28,39.29,60.71
P00285742,Toys,2017,728.04,1213.40,1941.44,12,20,32,37.50,62.50
P00076542,Clothing,2017,940.61,995.94,1936.55,17,18,35,48.57,51.43
P00208942,Household Essentials,2017,1238.08,696.42,1934.50,16,9,25,64.00,36.00
P00221742,Grocery,2017,725.90,1202.92,1928.82,35,58,93,37.63,62.37
P00248942,Grocery,2017,963.00,963.00,1926.00,100,100,200,50.00,50.00
P00236342,Health & Beauty,2017,508.14,1411.50,1919.64,9,25,34,26.47,73.53
P00062742,Toys,2017,904.05,1014.75,1918.80,49,55,104,47.12,52.88
P00224742,Toys,2017,639.00,1278.00,1917.00,10,20,30,33.33,66.67
P00199642,"Arts, Crafts & Sewing",2017,478.86,1436.58,1915.44,6,18,24,25.00,75.00
P00004442,Grocery,2017,846.07,1068.72,1914.79,19,24,43,44.19,55.81
P00144642,Grocery,2017,882.74,1031.32,1914.06,101,118,219,46.12,53.88
P00204342,Office & School Supplies,2017,1518.00,396.00,1914.00,23,6,29,79.31,20.69
P00252642,Toys,2017,716.40,1194.00,1910.40,12,20,32,37.50,62.50
P00368142,Electronics,2017,678.09,1227.02,1905.11,21,38,59,35.59,64.41
P00352842,Electronics,2017,1152.80,749.32,1902.12,40,26,66,60.61,39.39
P00226542,Grocery,2017,774.84,1127.04,1901.88,22,32,54,40.74,59.26
P00250642,Patio & Garden,2017,812.79,1083.72,1896.51,99,132,231,42.86,57.14
P00030642,Toys,2017,1250.37,644.13,1894.50,33,17,50,66.00,34.00
P00248342,Toys,2017,805.39,1086.34,1891.73,43,58,101,42.57,57.43
P00041042,Grocery,2017,867.00,1020.00,1887.00,17,20,37,45.95,54.05
P00022742,Toys,2017,365.22,1521.75,1886.97,6,25,31,19.35,80.65
P00196642,Toys,2017,1020.36,865.76,1886.12,33,28,61,54.10,45.90
P00117342,Grocery,2017,821.31,1055.97,1877.28,21,27,48,43.75,56.25
P00009242,Toys,2017,936.72,936.72,1873.44,18,18,36,50.00,50.00
P00359642,Patio & Garden,2017,1270.72,601.92,1872.64,19,9,28,67.86,32.14
P00328142,Toys,2017,674.56,1196.80,1871.36,31,55,86,36.05,63.95
P00015342,Electronics,2017,1185.03,686.07,1871.10,19,11,30,63.33,36.67
P00153142,Grocery,2017,935.22,935.22,1870.44,13,13,26,50.00,50.00
P00114642,Health & Beauty,2017,896.40,971.10,1867.50,12,13,25,48.00,52.00
P00176642,Household Essentials,2017,734.72,1128.32,1863.04,28,43,71,39.44,60.56
P00237142,Health & Beauty,2017,1056.75,803.13,1859.88,25,19,44,56.82,43.18
P00232442,Health & Beauty,2017,1172.88,684.18,1857.06,24,14,38,63.16,36.84
P00302342,Toys,2017,860.80,995.30,1856.10,32,37,69,46.38,53.62
P0096642,Electronics,2017,802.56,1053.36,1855.92,32,42,74,43.24,56.76
P00015642,Toys,2017,744.70,1110.28,1854.98,55,82,137,40.15,59.85
P00207042,Health & Beauty,2017,978.69,875.67,1854.36,19,17,36,52.78,47.22
P00194142,Patio & Garden,2017,869.86,983.32,1853.18,23,26,49,46.94,53.06
P00083742,Electronics,2017,570.00,1282.50,1852.50,8,18,26,30.77,69.23
P00111042,Office & School Supplies,2017,875.00,975.00,1850.00,70,78,148,47.30,52.70
P00024342,Toys,2017,924.48,924.48,1848.96,12,12,24,50.00,50.00
P00083442,Toys,2017,960.70,886.80,1847.50,13,12,25,52.00,48.00
P00044342,Toys,2017,538.23,1307.13,1845.36,7,17,24,29.17,70.83
P00342742,Toys,2017,900.27,943.14,1843.41,21,22,43,48.84,51.16
P00189142,Toys,2017,1005.30,837.75,1843.05,18,15,33,54.55,45.45
P00164642,Health & Beauty,2017,705.24,1136.22,1841.46,18,29,47,38.30,61.70
P00087042,Automotive,2017,735.54,1103.31,1838.85,26,39,65,40.00,60.00
P00364842,Health & Beauty,2017,926.24,909.70,1835.94,56,55,111,50.45,49.55
P00128142,Grocery,2017,877.54,954.97,1832.51,34,37,71,47.89,52.11
P00267342,Grocery,2017,716.67,1114.82,1831.49,9,14,23,39.13,60.87
P00280442,Patio & Garden,2017,601.45,1229.05,1830.50,23,47,70,32.86,67.14
P00181342,Patio & Garden,2017,914.94,914.94,1829.88,13,13,26,50.00,50.00
P00234742,Toys,2017,1016.10,812.88,1828.98,45,36,81,55.56,44.44
P00327242,Health & Beauty,2017,689.68,1137.04,1826.72,37,61,98,37.76,62.24
P00217842,Grocery,2017,1140.20,684.12,1824.32,20,12,32,62.50,37.50
P00336542,Pets,2017,764.79,1058.94,1823.73,13,18,31,41.94,58.06
P00324342,Toys,2017,881.55,940.32,1821.87,15,16,31,48.39,51.61
P00030042,Toys,2017,797.94,1019.59,1817.53,18,23,41,43.90,56.10
P00302842,Toys,2017,708.66,1102.36,1811.02,18,28,46,39.13,60.87
P00344742,Health & Beauty,2017,816.20,991.10,1807.30,28,34,62,45.16,54.84
P00331342,Toys,2017,1180.31,624.87,1805.18,17,9,26,65.38,34.62
P00124342,Patio & Garden,2017,998.40,798.72,1797.12,20,16,36,55.56,44.44
P00276642,Toys,2017,971.40,825.69,1797.09,60,51,111,54.05,45.95
P00154742,Toys,2017,782.85,1013.10,1795.95,17,22,39,43.59,56.41
P00092142,Toys,2017,951.49,839.55,1791.04,17,15,32,53.13,46.88
