Store_Name,Store_ID,Supplier_Name,Supplier_ID,Product_ID,Product_Category,Total_Sales,Total_Quantity,Total_Transactions
Game Zone,4,Razer Inc.,18,P00189542,Toys,5551.80,95,50
Game Zone,4,Razer Inc.,18,P00083442,Toys,5468.60,74,35
Game Zone,4,Razer Inc.,18,P00290242,Toys,5440.77,81,41
Game Zone,4,Razer Inc.,18,P00250542,Clothing,5387.40,246,123
Game Zone,4,Razer Inc.,18,P00125542,Household Essentials,5370.18,111,55
Game Zone,4,Razer Inc.,18,P00180242,Patio & Garden,5344.27,109,54
Game Zone,4,Razer Inc.,18,P00317542,Grocery,5308.38,126,67
Game Zone,4,Razer Inc.,18,P00204942,Health & Beauty,5285.28,88,45
Game Zone,4,Razer Inc.,18,P00023342,Home & Kitchen,5245.90,190,92
Game Zone,4,Razer Inc.,18,P00347442,Health & Beauty,5188.33,83,46
Game Zone,4,Razer Inc.,18,P00176142,Toys,5162.36,103,53
Game Zone,4,Razer Inc.,18,P00359042,Electronics,5148.92,196,98
Game Zone,4,Razer Inc.,18,P00045242,Grocery,5147.10,114,56
Game Zone,4,Razer Inc.,18,P00314042,Appliances,5146.70,74,33
Game Zone,4,Razer Inc.,18,P00257042,Health & Beauty,5093.28,72,38
Game Zone,4,Razer Inc.,18,P00277742,Toys,5052.00,120,62
Game Zone,4,Razer Inc.,18,P00239742,Toys,5024.80,80,36
Game Zone,4,Razer Inc.,18,P00225342,Toys,4976.51,77,40
Game Zone,4,Razer Inc.,18,P00109042,Toys,4930.20,166,78
Game Zone,4,Razer Inc.,18,P00182842,Health & Beauty,4831.47,63,36
Game Zone,4,Razer Inc.,18,P00268242,Health & Beauty,4828.54,127,65
Game Zone,4,Razer Inc.,18,P00018542,"Arts, Crafts & Sewing",4825.96,94,49
Game Zone,4,Razer Inc.,18,P00153442,Toys,4814.35,73,40
Game Zone,4,Razer Inc.,18,P00287642,Toys,4725.55,145,74
Game Zone,4,Razer Inc.,18,P00007542,Office & School Supplies,4720.71,159,79
Game Zone,4,Razer Inc.,18,P00199742,Health & Beauty,4691.52,96,46
Game Zone,4,Razer Inc.,18,P00344842,Health & Beauty,4623.84,171,90
Game Zone,4,Razer Inc.,18,P00026142,Health & Beauty,4599.63,149,74
Game Zone,4,Razer Inc.,18,P00020842,Toys,4525.30,130,64
Game Zone,4,Razer Inc.,18,P00129242,Health & Beauty,4517.37,143,70
Game Zone,4,Razer Inc.,18,P00276242,Toys,4516.70,62,31
Game Zone,4,Razer Inc.,18,P00318342,Appliances,4514.40,57,28
Game Zone,4,Razer Inc.,18,P00324542,Health & Beauty,4501.26,306,146
Game Zone,4,Razer Inc.,18,P00156842,Clothing,4498.41,217,116
Game Zone,4,Razer Inc.,18,P00130442,Home & Kitchen,4490.68,524,253
Game Zone,4,Razer Inc.,18,P00140442,Grocery,4452.00,60,29
Game Zone,4,Razer Inc.,18,P00232842,Toys,4431.18,78,43
Game Zone,4,Razer Inc.,18,P00278942,Grocery,4414.08,352,174
Game Zone,4,Razer Inc.,18,P00295042,Grocery,4395.82,58,31
Game Zone,4,Razer Inc.,18,P00101142,Toys,4393.79,139,71
Game Zone,4,Razer Inc.,18,P00172542,Health & Beauty,4389.00,105,56
Game Zone,4,Razer Inc.,18,P00077842,Health & Beauty,4361.23,149,75
Game Zone,4,Razer Inc.,18,P00044042,Health & Beauty,4317.16,74,37
Game Zone,4,Razer Inc.,18,P00076742,Health & Beauty,4215.75,55,28
Game Zone,4,Razer Inc.,18,P00133642,Health & Beauty,4115.96,86,41
Game Zone,4,Razer Inc.,18,P00277242,"Arts, Crafts & Sewing",4113.18,81,40
Game Zone,4,Razer Inc.,18,P00228742,Toys,4110.15,55,26
Game Zone,4,Razer Inc.,18,P00141442,Toys,4077.98,89,49
Game Zone,4,Razer Inc.,18,P00047042,Toys,4061.33,91,46
Game Zone,4,Razer Inc.,18,P00048642,Health & Beauty,4022.72,52,27
Game Zone,4,Razer Inc.,18,P00002342,"Arts, Crafts & Sewing",3948.75,135,67
Game Zone,4,Razer Inc.,18,P00149242,Toys,3914.46,54,28
Game Zone,4,Razer Inc.,18,P00263042,Grocery,3889.28,64,35
Game Zone,4,Razer Inc.,18,P00367242,Patio & Garden,3885.74,178,89
Game Zone,4,Razer Inc.,18,P00125842,Patio & Garden,3884.62,86,42
Game Zone,4,Razer Inc.,18,P00083642,Toys,3863.91,59,26
Game Zone,4,Razer Inc.,18,P00208142,Toys,3860.82,89,45
Game Zone,4,Razer Inc.,18,P00207542,Toys,3860.27,71,34
Game Zone,4,Razer Inc.,18,P00336042,Health & Beauty,3822.63,109,54
Game Zone,4,Razer Inc.,18,P00245042,Patio & Garden,3808.28,116,53
Game Zone,4,Razer Inc.,18,P00078242,Health & Beauty,3808.28,98,44
Game Zone,4,Razer Inc.,18,P00222642,Health & Beauty,3751.58,127,57
Game Zone,4,Razer Inc.,18,P00161142,Patio & Garden,3750.45,55,27
Game Zone,4,Razer Inc.,18,P00325942,Health & Beauty,3637.40,65,34
Game Zone,4,Razer Inc.,18,P00067542,Grocery,3618.16,49,22
Game Zone,4,Razer Inc.,18,P00128442,Grocery,3616.25,125,64
Game Zone,4,Razer Inc.,18,P00124942,Patio & Garden,3581.24,194,92
Game Zone,4,Razer Inc.,18,P00306142,Health & Beauty,3554.96,148,74
Game Zone,4,Razer Inc.,18,P00274542,Household Essentials,3483.20,224,116
Game Zone,4,Razer Inc.,18,P00309342,"Arts, Crafts & Sewing",3435.96,57,26
Game Zone,4,Razer Inc.,18,P00034542,Toys,3377.25,75,39
Game Zone,4,Razer Inc.,18,P00242142,Health & Beauty,3348.80,416,216
Game Zone,4,Razer Inc.,18,P00192442,Toys,3328.38,66,31
Game Zone,4,Razer Inc.,18,P00246042,Office & School Supplies,3310.20,90,46
Game Zone,4,Razer Inc.,18,P00116442,Health & Beauty,3303.27,51,24
Game Zone,4,Razer Inc.,18,P00051542,Toys,3300.68,86,40
Game Zone,4,Razer Inc.,18,P00232142,Patio & Garden,3289.38,73,31
Game Zone,4,Razer Inc.,18,P00270842,Health & Beauty,3255.07,949,472
Game Zone,4,Razer Inc.,18,P00216842,Toys,3212.80,128,63
Game Zone,4,Razer Inc.,18,P00000842,Electronics,3193.75,73,36
Game Zone,4,Razer Inc.,18,P00219342,Health & Beauty,3192.16,142,75
Game Zone,4,Razer Inc.,18,P00055642,Clothing,3181.71,109,58
Game Zone,4,Razer Inc.,18,P00068242,Electronics,3178.61,47,25
Game Zone,4,Razer Inc.,18,P00108042,Health & Beauty,3170.34,81,47
Game Zone,4,Razer Inc.,18,P00209542,Health & Beauty,3113.95,41,24
Game Zone,4,Razer Inc.,18,P00010342,Toys,3095.40,402,208
Game Zone,4,Razer Inc.,18,P00068142,Health & Beauty,3091.98,58,29
Game Zone,4,Razer Inc.,18,P00002742,Toys,3055.36,77,40
Game Zone,4,Razer Inc.,18,P00145142,Health & Beauty,3029.40,55,28
Game Zone,4,Razer Inc.,18,P00336642,Toys,3029.00,52,27
Game Zone,4,Razer Inc.,18,P00056742,Toys,2984.80,56,31
Game Zone,4,Razer Inc.,18,P00111342,Health & Beauty,2965.56,78,36
Game Zone,4,Razer Inc.,18,P00051142,Toys,2953.02,534,259
Game Zone,4,Razer Inc.,18,P00014442,Household Essentials,2932.16,49,24
Game Zone,4,Razer Inc.,18,P00333242,Toys,2914.22,38,18
Game Zone,4,Razer Inc.,18,P00225742,Electronics,2854.77,43,20
Game Zone,4,Razer Inc.,18,P00133842,Toys,2848.52,68,37
Game Zone,4,Razer Inc.,18,P00347742,Baby,2808.30,66,37
Game Zone,4,Razer Inc.,18,P00239942,Health & Beauty,2798.88,68,35
Game Zone,4,Razer Inc.,18,P00224542,Toys,2796.75,99,45
Game Zone,4,Razer Inc.,18,P00237042,Home & Kitchen,2796.36,42,22
Game Zone,4,Razer Inc.,18,P00343842,Baby,2796.16,68,32
Game Zone,4,Razer Inc.,18,P00168642,Baby,2792.79,63,32
Game Zone,4,Razer Inc.,18,P00088142,Electronics,2733.48,108,48
Game Zone,4,Razer Inc.,18,P00367642,Health & Beauty,2692.38,46,23
Game Zone,4,Razer Inc.,18,P00114242,Furniture,2682.60,51,26
Game Zone,4,Razer Inc.,18,P00232942,Toys,2670.54,47,22
Game Zone,4,Razer Inc.,18,P00260642,Home & Kitchen,2637.84,58,26
Game Zone,4,Razer Inc.,18,P00145242,Electronics,2621.43,63,33
Game Zone,4,Razer Inc.,18,P00310242,Baby,2612.61,143,73
Game Zone,4,Razer Inc.,18,P00258642,Patio & Garden,2579.51,53,26
Game Zone,4,Razer Inc.,18,P00037742,Toys,2554.40,40,21
Game Zone,4,Razer Inc.,18,P0097942,Toys,2539.79,121,62
Game Zone,4,Razer Inc.,18,P00194042,Toys,2510.15,305,145
Game Zone,4,Razer Inc.,18,P00272242,Toys,2502.46,211,113
Game Zone,4,Razer Inc.,18,P00068642,Household Essentials,2480.32,32,16
Game Zone,4,Razer Inc.,18,P00122542,Patio & Garden,2450.78,566,290
Game Zone,4,Razer Inc.,18,P00215342,Toys,2433.90,38,19
Game Zone,4,Razer Inc.,18,P00156342,Health & Beauty,2392.20,54,28
Game Zone,4,Razer Inc.,18,P00357042,Health & Beauty,2383.74,306,154
Game Zone,4,Razer Inc.,18,P00322442,Toys,2383.02,54,29
Game Zone,4,Razer Inc.,18,P00148242,Toys,2374.80,30,15
Game Zone,4,Razer Inc.,18,P00201542,Health & Beauty,2373.60,172,83
Game Zone,4,Razer Inc.,18,P00361142,Toys,2362.47,33,18
Game Zone,4,Razer Inc.,18,P00234242,Toys,2352.09,39,17
Game Zone,4,Razer Inc.,18,P00365342,Grocery,2350.59,51,25
Game Zone,4,Razer Inc.,18,P00292642,Toys,2335.69,61,33
Game Zone,4,Razer Inc.,18,P00357342,Toys,2333.87,49,27
Game Zone,4,Razer Inc.,18,P00011942,Toys,2322.00,120,62
Game Zone,4,Razer Inc.,18,P00123342,Patio & Garden,2282.04,36,19
Game Zone,4,Razer Inc.,18,P00357742,Clothing,2241.62,34,20
Game Zone,4,Razer Inc.,18,P00334942,Patio & Garden,2239.24,37,19
Game Zone,4,Razer Inc.,18,P00327742,Toys,2234.32,88,46
Game Zone,4,Razer Inc.,18,P00314142,Toys,2215.91,71,38
Game Zone,4,Razer Inc.,18,P00171042,"Arts, Crafts & Sewing",2210.56,44,25
Game Zone,4,Razer Inc.,18,P00300642,Health & Beauty,2193.17,119,62
Game Zone,4,Razer Inc.,18,P00368542,Patio & Garden,2172.12,46,20
Game Zone,4,Razer Inc.,18,P00119842,Baby,2163.18,186,98
Game Zone,4,Razer Inc.,18,P00200742,Furniture,2150.35,29,15
Game Zone,4,Razer Inc.,18,P00225642,Patio & Garden,2133.47,191,98
Game Zone,4,Razer Inc.,18,P00011042,Toys,2128.77,63,32
Game Zone,4,Razer Inc.,18,P00224942,Toys,2119.16,31,13
Game Zone,4,Razer Inc.,18,P00301742,Health & Beauty,2103.82,37,17
Game Zone,4,Razer Inc.,18,P00195842,Home & Kitchen,2100.00,336,178
Game Zone,4,Razer Inc.,18,P00264242,Toys,2071.96,34,18
Game Zone,4,Razer Inc.,18,P00277142,Patio & Garden,2042.82,39,22
Game Zone,4,Razer Inc.,18,P00356942,Toys,2042.04,374,186
Game Zone,4,Razer Inc.,18,P00167642,Health & Beauty,2006.58,106,55
Game Zone,4,Razer Inc.,18,P00222742,Toys,2006.54,82,40
Game Zone,4,Razer Inc.,18,P00003842,Health & Beauty,2003.40,36,16
Game Zone,4,Razer Inc.,18,P00342842,Health & Beauty,1999.16,82,40
Game Zone,4,Razer Inc.,18,P00005342,Clothing,1959.42,51,27
Game Zone,4,Razer Inc.,18,P00035042,Health & Beauty,1945.08,27,12
Game Zone,4,Razer Inc.,18,P00311242,Baby,1929.92,37,16
Game Zone,4,Razer Inc.,18,P00196242,Home & Kitchen,1920.00,200,107
Game Zone,4,Razer Inc.,18,P00033442,Clothing,1910.60,41,21
Game Zone,4,Razer Inc.,18,P00273842,Furniture,1903.65,35,18
Game Zone,4,Razer Inc.,18,P00238942,Toys,1901.70,45,22
Game Zone,4,Razer Inc.,18,P00205442,Health & Beauty,1844.37,891,436
Game Zone,4,Razer Inc.,18,P00151942,Patio & Garden,1812.04,89,46
Game Zone,4,Razer Inc.,18,P00214842,Appliances,1808.94,354,179
Game Zone,4,Razer Inc.,18,P00009042,Toys,1793.08,92,44
Game Zone,4,Razer Inc.,18,P00133542,Health & Beauty,1791.24,44,22
Game Zone,4,Razer Inc.,18,P00126542,Toys,1769.04,104,48
Game Zone,4,Razer Inc.,18,P00195142,Toys,1764.94,29,14
Game Zone,4,Razer Inc.,18,P00024242,Health & Beauty,1747.50,150,79
Game Zone,4,Razer Inc.,18,P00032142,Health & Beauty,1719.76,166,78
Game Zone,4,Razer Inc.,18,P00243342,Patio & Garden,1718.00,100,52
Game Zone,4,Razer Inc.,18,P00316042,Electronics,1710.97,23,13
Game Zone,4,Razer Inc.,18,P00103742,Grocery,1690.24,38,18
Game Zone,4,Razer Inc.,18,P00080742,Toys,1689.00,30,17
Game Zone,4,Razer Inc.,18,P00007042,Grocery,1680.18,82,44
Game Zone,4,Razer Inc.,18,P00305642,Baby,1663.20,60,31
Game Zone,4,Razer Inc.,18,P00308842,Health & Beauty,1659.69,27,12
Game Zone,4,Razer Inc.,18,P00243542,Patio & Garden,1650.48,23,10
Game Zone,4,Razer Inc.,18,P00335042,Household Essentials,1606.17,37,20
Game Zone,4,Razer Inc.,18,P00031242,Automotive,1576.24,38,19
Game Zone,4,Razer Inc.,18,P00346842,Patio & Garden,1567.35,135,62
Game Zone,4,Razer Inc.,18,P00032742,Toys,1555.25,25,12
Game Zone,4,Razer Inc.,18,P00122742,Patio & Garden,1552.95,63,30
Game Zone,4,Razer Inc.,18,P00243742,Patio & Garden,1544.34,42,22
Game Zone,4,Razer Inc.,18,P00351442,Toys,1543.08,33,15
Game Zone,4,Razer Inc.,18,P00239642,Health & Beauty,1534.02,37,19
Game Zone,4,Razer Inc.,18,P00027242,Health & Beauty,1531.60,40,22
Game Zone,4,Razer Inc.,18,P00069342,Health & Beauty,1525.54,83,45
Game Zone,4,Razer Inc.,18,P00345042,Health & Beauty,1522.95,39,19
Game Zone,4,Razer Inc.,18,P00202942,"Arts, Crafts & Sewing",1494.99,63,29
Game Zone,4,Razer Inc.,18,P00065342,Electronics,1494.72,432,214
Game Zone,4,Razer Inc.,18,P00333142,Health & Beauty,1477.64,41,21
Game Zone,4,Razer Inc.,18,P00281142,Patio & Garden,1474.20,180,86
Game Zone,4,Razer Inc.,18,P00355542,"Arts, Crafts & Sewing",1470.75,37,21
Game Zone,4,Razer Inc.,18,P00353442,Home & Kitchen,1445.76,36,17
Game Zone,4,Razer Inc.,18,P00019942,Grocery,1443.24,211,107
Game Zone,4,Razer Inc.,18,P00312242,Health & Beauty,1426.32,24,14
Game Zone,4,Razer Inc.,18,P00311342,Pharmacy & OTC,1417.50,42,22
Game Zone,4,Razer Inc.,18,P00268742,Grocery,1398.88,56,27
Game Zone,4,Razer Inc.,18,P00341842,Office & School Supplies,1391.50,46,24
Game Zone,4,Razer Inc.,18,P00089942,Toys,1386.75,75,34
Game Zone,4,Razer Inc.,18,P00194342,Home & Kitchen,1386.72,216,112
Game Zone,4,Razer Inc.,18,P00228542,Electronics,1385.56,47,20
Game Zone,4,Razer Inc.,18,P00239042,Health & Beauty,1363.32,21,11
Game Zone,4,Razer Inc.,18,P00207642,Electronics,1327.56,74,38
Game Zone,4,Razer Inc.,18,P00240942,Toys,1326.00,39,21
Game Zone,4,Razer Inc.,18,P00123242,Patio & Garden,1321.32,26,12
Game Zone,4,Razer Inc.,18,P00137742,Health & Beauty,1311.36,32,17
Game Zone,4,Razer Inc.,18,P00064442,Pharmacy & OTC,1297.45,35,19
Game Zone,4,Razer Inc.,18,P00264142,Toys,1275.21,27,14
Game Zone,4,Razer Inc.,18,P00236442,Home & Kitchen,1260.84,28,15
Game Zone,4,Razer Inc.,18,P00040942,"Arts, Crafts & Sewing",1260.80,64,35
Game Zone,4,Razer Inc.,18,P00021442,Toys,1246.83,23,10
Game Zone,4,Razer Inc.,18,P00159342,Health & Beauty,1239.54,73,36
Game Zone,4,Razer Inc.,18,P0099942,Health & Beauty,1207.04,32,14
Game Zone,4,Razer Inc.,18,P00356642,Toys,1196.91,39,18
Game Zone,4,Razer Inc.,18,P00266742,Toys,1193.28,16,10
Game Zone,4,Razer Inc.,18,P00044942,Grocery,1191.40,28,14
Game Zone,4,Razer Inc.,18,P00269042,"Books, Movies & Music",1190.40,30,14
Game Zone,4,Razer Inc.,18,P00343342,Electronics,1181.04,37,19
Game Zone,4,Razer Inc.,18,P00046342,Health & Beauty,1152.48,42,21
Game Zone,4,Razer Inc.,18,P00160842,Toys,1124.24,23,10
Game Zone,4,Razer Inc.,18,P00163642,Toys,1116.72,18,8
Game Zone,4,Razer Inc.,18,P00229042,Health & Beauty,1115.30,38,16
Game Zone,4,Razer Inc.,18,P00018442,Health & Beauty,1105.04,19,9
Game Zone,4,Razer Inc.,18,P00257142,Toys,1103.47,17,8
Game Zone,4,Razer Inc.,18,P00078442,Toys,1101.24,114,59
Game Zone,4,Razer Inc.,18,P00189442,Toys,1094.64,24,11
Game Zone,4,Razer Inc.,18,P00084142,Health & Beauty,1090.45,193,102
Game Zone,4,Razer Inc.,18,P00135342,Health & Beauty,1036.30,241,116
Game Zone,4,Razer Inc.,18,P00192142,Electronics,1020.37,13,6
Game Zone,4,Razer Inc.,18,P00050142,Health & Beauty,1015.56,364,184
Game Zone,4,Razer Inc.,18,P00360442,Toys,1009.28,19,10
Game Zone,4,Razer Inc.,18,P00328642,Toys,1007.37,63,30
Game Zone,4,Razer Inc.,18,P00089042,Furniture,989.69,299,153
Game Zone,4,Razer Inc.,18,P00147042,Toys,987.70,85,46
Game Zone,4,Razer Inc.,18,P00155542,Patio & Garden,983.76,24,12
Game Zone,4,Razer Inc.,18,P00090342,Pets,971.73,61,33
Game Zone,4,Razer Inc.,18,P00278742,Appliances,967.40,14,6
Game Zone,4,Razer Inc.,18,P00068442,"Books, Movies & Music",963.48,186,90
Game Zone,4,Razer Inc.,18,P00347842,Health & Beauty,959.92,52,27
Game Zone,4,Razer Inc.,18,P00202842,Household Essentials,944.40,12,7
Game Zone,4,Razer Inc.,18,P00359542,Patio & Garden,937.91,71,28
Game Zone,4,Razer Inc.,18,P00104242,Toys,937.32,12,8
Game Zone,4,Razer Inc.,18,P00029042,Health & Beauty,935.40,30,14
Game Zone,4,Razer Inc.,18,P00091342,Toys,928.32,96,45
Game Zone,4,Razer Inc.,18,P00361042,Toys,921.14,22,9
Game Zone,4,Razer Inc.,18,P00256342,Health & Beauty,914.22,27,12
Game Zone,4,Razer Inc.,18,P00036042,Toys,899.13,51,26
Game Zone,4,Razer Inc.,18,P00250042,Toys,894.66,37,18
Game Zone,4,Razer Inc.,18,P00122642,Patio & Garden,869.40,30,17
Game Zone,4,Razer Inc.,18,P00370542,Toys,866.88,48,23
Game Zone,4,Razer Inc.,18,P00317342,Toys,856.13,43,23
Game Zone,4,Razer Inc.,18,P00039342,Toys,843.36,14,7
Game Zone,4,Razer Inc.,18,P00042042,Health & Beauty,839.28,39,22
Game Zone,4,Razer Inc.,18,P00012042,Toys,838.86,11,5
Game Zone,4,Razer Inc.,18,P00299942,Toys,823.68,36,17
Game Zone,4,Razer Inc.,18,P00092442,Electronics,822.28,244,123
Game Zone,4,Razer Inc.,18,P00349142,Patio & Garden,818.16,84,40
Game Zone,4,Razer Inc.,18,P00073242,Health & Beauty,814.71,13,6
Game Zone,4,Razer Inc.,18,P00365842,Toys,802.20,60,28
Game Zone,4,Razer Inc.,18,P00285942,Toys,790.50,34,17
Game Zone,4,Razer Inc.,18,P00228942,Toys,789.25,35,17
Game Zone,4,Razer Inc.,18,P00030142,Toys,784.89,51,26
Game Zone,4,Razer Inc.,18,P00203442,Health & Beauty,769.76,17,6
Game Zone,4,Razer Inc.,18,P00144842,Toys,756.00,14,7
Game Zone,4,Razer Inc.,18,P00328942,Health & Beauty,749.84,206,100
Game Zone,4,Razer Inc.,18,P00056242,Clothing,742.40,128,63
Game Zone,4,Razer Inc.,18,P00310442,Toys,737.18,31,15
Game Zone,4,Razer Inc.,18,P0098542,Toys,717.03,93,46
Game Zone,4,Razer Inc.,18,P00004942,Toys,710.64,36,19
Game Zone,4,Razer Inc.,18,P00317242,Toys,705.90,26,13
Game Zone,4,Razer Inc.,18,P00269842,Toys,705.60,18,7
Game Zone,4,Razer Inc.,18,P00205342,Toys,702.54,9,3
Game Zone,4,Razer Inc.,18,P00153242,Toys,693.44,44,19
Game Zone,4,Razer Inc.,18,P00132942,Grocery,689.13,117,62
Game Zone,4,Razer Inc.,18,P00011142,Toys,679.20,10,6
Game Zone,4,Razer Inc.,18,P00141242,Toys,673.88,34,15
Game Zone,4,Razer Inc.,18,P00131942,Baby,670.25,25,14
Game Zone,4,Razer Inc.,18,P00220842,Clothing,662.50,53,25
Game Zone,4,Razer Inc.,18,P00090742,"Books, Movies & Music",658.08,18,8
Game Zone,4,Razer Inc.,18,P00108142,Patio & Garden,657.72,21,10
Game Zone,4,Razer Inc.,18,P00200042,"Arts, Crafts & Sewing",648.96,64,33
Game Zone,4,Razer Inc.,18,P00288842,Toys,644.48,64,33
Game Zone,4,Razer Inc.,18,P00041742,Toys,636.64,23,12
Game Zone,4,Razer Inc.,18,P00366042,Health & Beauty,632.08,8,6
Game Zone,4,Razer Inc.,18,P00138242,Grocery,625.40,59,27
Game Zone,4,Razer Inc.,18,P00344942,Health & Beauty,619.38,111,58
Game Zone,4,Razer Inc.,18,P00214042,Household Essentials,618.10,10,5
Game Zone,4,Razer Inc.,18,P00335542,Toys,600.65,205,105
Game Zone,4,Razer Inc.,18,P00268042,Clothing,598.92,31,16
Game Zone,4,Razer Inc.,18,P00275342,Household Essentials,588.24,19,9
Game Zone,4,Razer Inc.,18,P00276942,Toys,588.00,48,24
Game Zone,4,Razer Inc.,18,P00175942,Toys,570.86,146,66
Game Zone,4,Razer Inc.,18,P00104442,Toys,566.75,25,13
Game Zone,4,Razer Inc.,18,P00220542,Toys,551.28,12,6
Game Zone,4,Razer Inc.,18,P00191142,Clothing,549.90,234,114
Game Zone,4,Razer Inc.,18,P00140242,Appliances,542.50,14,6
Game Zone,4,Razer Inc.,18,P00300242,Toys,539.24,26,15
Game Zone,4,Razer Inc.,18,P00340042,Health & Beauty,536.64,12,5
Game Zone,4,Razer Inc.,18,P00107342,Automotive,530.86,11,5
Game Zone,4,Razer Inc.,18,P00081242,Health & Beauty,518.00,28,13
Game Zone,4,Razer Inc.,18,P00256942,Toys,515.88,18,9
Game Zone,4,Razer Inc.,18,P00132142,Toys,510.96,12,7
Game Zone,4,Razer Inc.,18,P00104742,Baby,497.42,38,21
Game Zone,4,Razer Inc.,18,P00341742,Office & School Supplies,497.17,83,40
Game Zone,4,Razer Inc.,18,P00339242,Health & Beauty,486.45,47,23
Game Zone,4,Razer Inc.,18,P00153542,Household Essentials,477.50,25,12
Game Zone,4,Razer Inc.,18,P00203742,Furniture,475.79,7,4
Game Zone,4,Razer Inc.,18,P00200542,"Arts, Crafts & Sewing",470.56,17,9
Game Zone,4,Razer Inc.,18,P00268642,Grocery,423.36,18,7
Game Zone,4,Razer Inc.,18,P00290342,Toys,421.20,65,33
Game Zone,4,Razer Inc.,18,P00349042,Toys,420.91,49,22
Game Zone,4,Razer Inc.,18,P00296842,Grocery,417.66,6,2
Game Zone,4,Razer Inc.,18,P00008242,Toys,409.59,37,19
Game Zone,4,Razer Inc.,18,P00257942,Patio & Garden,409.38,6,3
Game Zone,4,Razer Inc.,18,P00073142,Baby,403.68,8,6
Game Zone,4,Razer Inc.,18,P00167442,Health & Beauty,402.22,14,6
Game Zone,4,Razer Inc.,18,P00064842,Toys,395.04,24,12
Game Zone,4,Razer Inc.,18,P00157042,"Arts, Crafts & Sewing",387.14,13,7
Game Zone,4,Razer Inc.,18,P00321242,Grocery,363.80,5,3
Game Zone,4,Razer Inc.,18,P0099142,Toys,360.72,12,7
Game Zone,4,Razer Inc.,18,P00141342,Toys,346.00,8,3
Game Zone,4,Razer Inc.,18,P00093142,Toys,345.60,15,6
Game Zone,4,Razer Inc.,18,P00353542,Health & Beauty,335.94,11,7
Game Zone,4,Razer Inc.,18,P00141742,Health & Beauty,329.04,12,7
Game Zone,4,Razer Inc.,18,P00136642,Appliances,325.50,30,16
Game Zone,4,Razer Inc.,18,P00271642,Health & Beauty,321.98,17,7
Game Zone,4,Razer Inc.,18,P00310942,Household Essentials,307.76,8,5
Game Zone,4,Razer Inc.,18,P00091942,Grocery,296.28,4,2
Game Zone,4,Razer Inc.,18,P00317742,Health & Beauty,282.12,4,2
Game Zone,4,Razer Inc.,18,P00363142,Toys,279.96,4,2
Game Zone,4,Razer Inc.,18,P00161642,Baby,269.29,7,4
Game Zone,4,Razer Inc.,18,P00151542,Toys,263.50,17,10
Game Zone,4,Razer Inc.,18,P00077142,Toys,256.80,4,2
Game Zone,4,Razer Inc.,18,P00171142,Toys,251.85,5,2
Game Zone,4,Razer Inc.,18,P00282842,Health & Beauty,249.00,83,40
Game Zone,4,Razer Inc.,18,P00091542,Health & Beauty,236.64,3,1
Game Zone,4,Razer Inc.,18,P00174642,Toys,232.83,39,20
Game Zone,4,Razer Inc.,18,P00229142,Health & Beauty,226.80,24,14
Game Zone,4,Razer Inc.,18,P00039642,Toys,219.73,43,22
Game Zone,4,Razer Inc.,18,P00263742,Health & Beauty,216.93,21,11
Game Zone,4,Razer Inc.,18,P00302242,Toys,212.08,8,3
Game Zone,4,Razer Inc.,18,P00297142,Toys,206.40,5,2
Game Zone,4,Razer Inc.,18,P00355842,Toys,202.62,3,2
Game Zone,4,Razer Inc.,18,P00157442,Grocery,197.64,6,3
Game Zone,4,Razer Inc.,18,P00018742,Baby,196.08,4,2
Game Zone,4,Razer Inc.,18,P00186742,Clothing,191.00,10,7
Game Zone,4,Razer Inc.,18,P00342542,Patio & Garden,189.96,4,2
Game Zone,4,Razer Inc.,18,P00301042,Health & Beauty,189.91,7,3
Game Zone,4,Razer Inc.,18,P00353742,Office & School Supplies,187.02,3,1
Game Zone,4,Razer Inc.,18,P00298842,Electronics,178.98,3,1
Game Zone,4,Razer Inc.,18,P00166842,Toys,177.84,19,10
Game Zone,4,Razer Inc.,18,P00365442,Health & Beauty,163.92,4,2
Game Zone,4,Razer Inc.,18,P00011542,Health & Beauty,160.80,8,5
Game Zone,4,Razer Inc.,18,P00051742,Toys,158.10,2,1
Game Zone,4,Razer Inc.,18,P00055142,Health & Beauty,157.59,51,28
Game Zone,4,Razer Inc.,18,P00080842,Health & Beauty,152.66,17,8
Game Zone,4,Razer Inc.,18,P00272342,Baby,140.20,4,2
Game Zone,4,Razer Inc.,18,P00241842,Toys,139.04,2,1
Game Zone,4,Razer Inc.,18,P00312542,Toys,132.06,3,1
Game Zone,4,Razer Inc.,18,P00210142,Appliances,118.80,33,15
Game Zone,4,Razer Inc.,18,P00081342,Health & Beauty,116.76,3,1
Game Zone,4,Razer Inc.,18,P00307042,Toys,115.88,2,1
Game Zone,4,Razer Inc.,18,P00160742,Health & Beauty,115.74,2,1
Game Zone,4,Razer Inc.,18,P00149742,Health & Beauty,115.04,2,1
Game Zone,4,Razer Inc.,18,P00236242,Toys,105.04,4,2
Game Zone,4,Razer Inc.,18,P00204042,Toys,97.92,3,1
Game Zone,4,Razer Inc.,18,P00341642,Toys,95.84,4,2
Game Zone,4,Razer Inc.,18,P00150242,Grocery,90.57,3,2
Game Zone,4,Razer Inc.,18,P00209042,Household Essentials,88.38,18,7
