Product_ID,Product_Category,Season,Year,Total_Sales,Total_Quantity,Total_Transactions,Avg_Transaction_Value
P00009242,Toys,Summer,2018,208.16,4,3,69.386667
P00009242,Toys,Fall,2018,364.28,7,4,91.070000
P00009242,Toys,Winter,2018,364.28,7,3,121.426667
P00009242,Toys,Spring,2019,468.36,9,4,117.090000
P00009242,Toys,Summer,2019,520.40,10,5,104.080000
P00009242,Toys,Fall,2019,832.64,16,7,118.948571
P00009242,Toys,Winter,2019,572.44,11,6,95.406667
P00009242,Toys,Spring,2020,832.64,16,9,92.515556
P00009242,Toys,Summer,2020,312.24,6,4,78.060000
P00009242,Toys,Fall,2020,364.28,7,3,121.426667
P00009242,Toys,Winter,2020,468.36,9,5,93.672000
P00009342,Grocery,Spring,2015,144.42,29,15,9.628000
P00009342,Grocery,Summer,2015,109.56,22,10,10.956000
P00009342,Grocery,Fall,2015,164.34,33,13,12.641538
P00009342,Grocery,Winter,2015,139.44,28,15,9.296000
P00009342,Grocery,Spring,2016,179.28,36,16,11.205000
P00009342,Grocery,Summer,2016,199.20,40,20,9.960000
P00009342,Grocery,Fall,2016,104.58,21,10,10.458000
P00009342,Grocery,Winter,2016,119.52,24,10,11.952000
P00009342,Grocery,Spring,2017,209.16,42,20,10.458000
P00009342,Grocery,Summer,2017,134.46,27,16,8.403750
P00009342,Grocery,Fall,2017,204.18,41,21,9.722857
P00009342,Grocery,Winter,2017,94.62,19,10,9.462000
P00009342,Grocery,Spring,2018,134.46,27,15,8.964000
P00009342,Grocery,Summer,2018,164.34,33,19,8.649474
P00009342,Grocery,Fall,2018,179.28,36,17,10.545882
P00009342,Grocery,Winter,2018,159.36,32,16,9.960000
P00009342,Grocery,Spring,2019,159.36,32,17,9.374118
P00009342,Grocery,Summer,2019,89.64,18,10,8.964000
P00009342,Grocery,Fall,2019,99.60,20,12,8.300000
P00009342,Grocery,Winter,2019,119.52,24,13,9.193846
P00009342,Grocery,Spring,2020,104.58,21,11,9.507273
P00009342,Grocery,Summer,2020,54.78,11,8,6.847500
P00009342,Grocery,Fall,2020,204.18,41,19,10.746316
P00009342,Grocery,Winter,2020,189.24,38,18,10.513333
P00009442,Health & Beauty,Summer,2016,36.00,2,1,36.000000
P00009442,Health & Beauty,Summer,2017,54.00,3,1,54.000000
P00009442,Health & Beauty,Fall,2017,36.00,2,1,36.000000
P00009442,Health & Beauty,Spring,2018,36.00,2,1,36.000000
P00009442,Health & Beauty,Fall,2018,36.00,2,1,36.000000
P00009442,Health & Beauty,Winter,2018,36.00,2,1,36.000000
P00009442,Health & Beauty,Spring,2019,18.00,1,1,18.000000
P00009542,Toys,Summer,2015,177.51,3,1,177.510000
P00009542,Toys,Fall,2015,473.36,8,4,118.340000
P00009542,Toys,Winter,2015,236.68,4,2,118.340000
P00009542,Toys,Spring,2016,59.17,1,1,59.170000
P00009542,Toys,Winter,2016,236.68,4,2,118.340000
P00009542,Toys,Spring,2017,118.34,2,1,118.340000
P00009542,Toys,Summer,2017,236.68,4,2,118.340000
P00009542,Toys,Fall,2017,118.34,2,1,118.340000
P00009542,Toys,Winter,2017,177.51,3,2,88.755000
P00009542,Toys,Spring,2018,118.34,2,1,118.340000
P00009542,Toys,Summer,2018,295.85,5,2,147.925000
P00009542,Toys,Winter,2018,236.68,4,2,118.340000
P00009542,Toys,Summer,2019,236.68,4,2,118.340000
P00009542,Toys,Fall,2019,236.68,4,2,118.340000
P00009542,Toys,Spring,2020,118.34,2,1,118.340000
P00009542,Toys,Fall,2020,177.51,3,1,177.510000
P00009542,Toys,Winter,2020,118.34,2,1,118.340000
P00009642,Grocery,Spring,2016,118.98,2,1,118.980000
P00009642,Grocery,Winter,2017,178.47,3,1,178.470000
P00009642,Grocery,Spring,2018,118.98,2,1,118.980000
P00009742,Baby,Summer,2015,69.13,1,1,69.130000
P00009742,Baby,Fall,2015,207.39,3,1,207.390000
P00009742,Baby,Winter,2015,345.65,5,2,172.825000
P00009742,Baby,Spring,2016,138.26,2,1,138.260000
P00009742,Baby,Winter,2016,207.39,3,1,207.390000
P00009742,Baby,Spring,2017,276.52,4,3,92.173333
P00009742,Baby,Summer,2017,138.26,2,1,138.260000
P00009742,Baby,Fall,2017,414.78,6,3,138.260000
P00009742,Baby,Winter,2017,207.39,3,1,207.390000
P00009742,Baby,Summer,2018,345.65,5,4,86.412500
P00009742,Baby,Winter,2018,553.04,8,4,138.260000
P00009742,Baby,Spring,2019,138.26,2,2,69.130000
P00009742,Baby,Summer,2019,207.39,3,1,207.390000
P00009742,Baby,Winter,2019,207.39,3,1,207.390000
P00010042,Health & Beauty,Spring,2015,4.01,1,1,4.010000
P00010042,Health & Beauty,Summer,2015,16.04,4,2,8.020000
P00010042,Health & Beauty,Winter,2015,12.03,3,1,12.030000
P00010042,Health & Beauty,Spring,2016,8.02,2,1,8.020000
P00010042,Health & Beauty,Fall,2016,8.02,2,1,8.020000
P00010042,Health & Beauty,Spring,2017,4.01,1,1,4.010000
P00010042,Health & Beauty,Summer,2017,4.01,1,1,4.010000
P00010042,Health & Beauty,Winter,2017,8.02,2,1,8.020000
P00010042,Health & Beauty,Spring,2018,8.02,2,1,8.020000
P00010042,Health & Beauty,Summer,2018,8.02,2,1,8.020000
P00010042,Health & Beauty,Fall,2018,24.06,6,2,12.030000
P00010042,Health & Beauty,Spring,2019,8.02,2,1,8.020000
P00010042,Health & Beauty,Summer,2019,24.06,6,2,12.030000
P00010042,Health & Beauty,Fall,2019,4.01,1,1,4.010000
P00010042,Health & Beauty,Winter,2019,12.03,3,1,12.030000
P00010042,Health & Beauty,Spring,2020,20.05,5,2,10.025000
P00010042,Health & Beauty,Summer,2020,4.01,1,1,4.010000
P00010042,Health & Beauty,Fall,2020,16.04,4,2,8.020000
P00010042,Health & Beauty,Winter,2020,16.04,4,3,5.346667
P00010142,"Arts, Crafts & Sewing",Spring,2015,14.73,3,1,14.730000
P00010142,"Arts, Crafts & Sewing",Winter,2015,29.46,6,2,14.730000
P00010142,"Arts, Crafts & Sewing",Spring,2016,14.73,3,1,14.730000
P00010142,"Arts, Crafts & Sewing",Summer,2016,4.91,1,1,4.910000
P00010142,"Arts, Crafts & Sewing",Winter,2016,14.73,3,2,7.365000
P00010142,"Arts, Crafts & Sewing",Spring,2017,14.73,3,2,7.365000
P00010142,"Arts, Crafts & Sewing",Summer,2017,9.82,2,1,9.820000
P00010142,"Arts, Crafts & Sewing",Fall,2017,14.73,3,1,14.730000
P00010142,"Arts, Crafts & Sewing",Winter,2017,14.73,3,2,7.365000
P00010142,"Arts, Crafts & Sewing",Spring,2018,14.73,3,1,14.730000
P00010142,"Arts, Crafts & Sewing",Spring,2019,24.55,5,2,12.275000
P00010142,"Arts, Crafts & Sewing",Summer,2019,14.73,3,1,14.730000
P00010142,"Arts, Crafts & Sewing",Fall,2019,4.91,1,1,4.910000
P00010142,"Arts, Crafts & Sewing",Winter,2019,9.82,2,2,4.910000
P00010142,"Arts, Crafts & Sewing",Spring,2020,14.73,3,1,14.730000
P00010242,Health & Beauty,Spring,2015,1140.16,16,7,162.880000
P00010242,Health & Beauty,Summer,2015,2209.06,31,13,169.927692
P00010242,Health & Beauty,Fall,2015,2351.58,33,18,130.643333
P00010242,Health & Beauty,Winter,2015,2351.58,33,14,167.970000
P00010242,Health & Beauty,Spring,2016,1710.24,24,13,131.556923
P00010242,Health & Beauty,Summer,2016,1781.50,25,13,137.038462
P00010242,Health & Beauty,Fall,2016,2779.14,39,16,173.696250
P00010242,Health & Beauty,Winter,2016,2137.80,30,16,133.612500
P00010242,Health & Beauty,Spring,2017,1425.20,20,11,129.563636
P00010242,Health & Beauty,Summer,2017,2280.32,32,14,162.880000
P00010242,Health & Beauty,Fall,2017,2280.32,32,14,162.880000
P00010242,Health & Beauty,Winter,2017,2494.10,35,16,155.881250
P00010242,Health & Beauty,Spring,2018,2066.54,29,16,129.158750
P00010242,Health & Beauty,Summer,2018,2636.62,37,20,131.831000
P00010242,Health & Beauty,Fall,2018,1710.24,24,11,155.476364
P00010242,Health & Beauty,Winter,2018,2992.92,42,17,176.054118
P00010242,Health & Beauty,Spring,2019,3064.18,43,20,153.209000
P00010242,Health & Beauty,Summer,2019,2636.62,37,19,138.769474
P00010242,Health & Beauty,Fall,2019,1852.76,26,15,123.517333
P00010242,Health & Beauty,Winter,2019,1425.20,20,9,158.355556
P00010242,Health & Beauty,Spring,2020,3206.70,45,23,139.421739
P00010242,Health & Beauty,Summer,2020,1425.20,20,11,129.563636
P00010242,Health & Beauty,Fall,2020,1425.20,20,10,142.520000
P00010242,Health & Beauty,Winter,2020,1638.98,23,14,117.070000
P00010342,Toys,Spring,2015,184.80,24,12,15.400000
P00010342,Toys,Summer,2015,192.50,25,13,14.807692
P00010342,Toys,Fall,2015,130.90,17,9,14.544444
P00010342,Toys,Winter,2015,161.70,21,9,17.966667
P00010342,Toys,Spring,2016,130.90,17,8,16.362500
P00010342,Toys,Summer,2016,154.00,20,10,15.400000
P00010342,Toys,Fall,2016,146.30,19,11,13.300000
P00010342,Toys,Winter,2016,169.40,22,11,15.400000
P00010342,Toys,Spring,2017,130.90,17,8,16.362500
P00010342,Toys,Summer,2017,238.70,31,18,13.261111
P00010342,Toys,Fall,2017,46.20,6,4,11.550000
P00010342,Toys,Winter,2017,92.40,12,6,15.400000
P00010342,Toys,Spring,2018,61.60,8,5,12.320000
P00010342,Toys,Summer,2018,138.60,18,9,15.400000
P00010342,Toys,Fall,2018,77.00,10,4,19.250000
P00010342,Toys,Winter,2018,84.70,11,6,14.116667
P00010342,Toys,Spring,2019,207.90,27,13,15.992308
P00010342,Toys,Summer,2019,100.10,13,7,14.300000
P00010342,Toys,Fall,2019,61.60,8,6,10.266667
P00010342,Toys,Winter,2019,107.80,14,6,17.966667
P00010342,Toys,Spring,2020,53.90,7,4,13.475000
P00010342,Toys,Summer,2020,100.10,13,7,14.300000
P00010342,Toys,Fall,2020,184.80,24,11,16.800000
P00010342,Toys,Winter,2020,138.60,18,11,12.600000
P00010442,Health & Beauty,Fall,2015,65.65,1,1,65.650000
P00010442,Health & Beauty,Winter,2016,131.30,2,1,131.300000
P00010442,Health & Beauty,Winter,2017,328.25,5,3,109.416667
P00010442,Health & Beauty,Fall,2019,65.65,1,1,65.650000
P00010442,Health & Beauty,Summer,2020,262.60,4,2,131.300000
P00010542,Electronics,Spring,2015,289.32,4,2,144.660000
P00010542,Electronics,Summer,2015,940.29,13,7,134.327143
P00010542,Electronics,Fall,2015,867.96,12,7,123.994286
P00010542,Electronics,Winter,2015,795.63,11,4,198.907500
P00010542,Electronics,Spring,2016,1952.91,27,13,150.223846
P00010542,Electronics,Summer,2016,1446.60,20,9,160.733333
P00010542,Electronics,Fall,2016,867.96,12,6,144.660000
P00010542,Electronics,Winter,2016,723.30,10,4,180.825000
P00010542,Electronics,Spring,2017,506.31,7,4,126.577500
P00010542,Electronics,Summer,2017,650.97,9,4,162.742500
P00010542,Electronics,Fall,2017,795.63,11,5,159.126000
P00010542,Electronics,Winter,2017,578.64,8,3,192.880000
P00010542,Electronics,Spring,2018,433.98,6,2,216.990000
P00010542,Electronics,Summer,2018,1012.62,14,6,168.770000
P00010542,Electronics,Fall,2018,723.30,10,5,144.660000
P00010542,Electronics,Winter,2018,795.63,11,6,132.605000
P00010542,Electronics,Spring,2019,795.63,11,7,113.661429
P00010542,Electronics,Summer,2019,1229.61,17,9,136.623333
P00010542,Electronics,Fall,2019,650.97,9,5,130.194000
P00010542,Electronics,Winter,2019,650.97,9,5,130.194000
P00010542,Electronics,Spring,2020,361.65,5,3,120.550000
P00010542,Electronics,Summer,2020,578.64,8,6,96.440000
P00010542,Electronics,Fall,2020,940.29,13,8,117.536250
P00010542,Electronics,Winter,2020,940.29,13,10,94.029000
P00010642,Baby,Summer,2015,78.23,1,1,78.230000
P00010642,Baby,Summer,2017,391.15,5,2,195.575000
P00010642,Baby,Fall,2017,156.46,2,1,156.460000
P00010742,Grocery,Spring,2015,326.06,119,58,5.621724
P00010742,Grocery,Summer,2015,301.40,110,50,6.028000
P00010742,Grocery,Fall,2015,271.26,99,54,5.023333
P00010742,Grocery,Winter,2015,331.54,121,62,5.347419
P00010742,Grocery,Spring,2016,279.48,102,51,5.480000
P00010742,Grocery,Summer,2016,323.32,118,56,5.773571
P00010742,Grocery,Fall,2016,350.72,128,62,5.656774
P00010742,Grocery,Winter,2016,306.88,112,53,5.790189
P00010742,Grocery,Spring,2017,378.12,138,65,5.817231
P00010742,Grocery,Summer,2017,279.48,102,54,5.175556
P00010742,Grocery,Fall,2017,361.68,132,67,5.398209
P00010742,Grocery,Winter,2017,210.98,77,42,5.023333
P00010742,Grocery,Spring,2018,391.82,143,68,5.762059
P00010742,Grocery,Summer,2018,337.02,123,61,5.524918
P00010742,Grocery,Fall,2018,358.94,131,64,5.608438
P00010742,Grocery,Winter,2018,309.62,113,61,5.075738
P00010742,Grocery,Spring,2019,337.02,123,58,5.810690
P00010742,Grocery,Summer,2019,312.36,114,63,4.958095
P00010742,Grocery,Fall,2019,312.36,114,51,6.124706
P00010742,Grocery,Winter,2019,189.06,69,32,5.908125
P00010742,Grocery,Spring,2020,367.16,134,63,5.827937
P00010742,Grocery,Summer,2020,345.24,126,59,5.851525
P00010742,Grocery,Fall,2020,241.12,88,40,6.028000
P00010742,Grocery,Winter,2020,312.36,114,56,5.577857
P00010842,Toys,Spring,2015,140.30,46,24,5.845833
P00010842,Toys,Summer,2015,155.55,51,29,5.363793
P00010842,Toys,Fall,2015,195.20,64,30,6.506667
P00010842,Toys,Winter,2015,146.40,48,23,6.365217
P00010842,Toys,Spring,2016,143.35,47,25,5.734000
P00010842,Toys,Summer,2016,161.65,53,26,6.217308
P00010842,Toys,Fall,2016,216.55,71,39,5.552564
P00010842,Toys,Winter,2016,207.40,68,31,6.690323
P00010842,Toys,Spring,2017,155.55,51,25,6.222000
P00010842,Toys,Summer,2017,146.40,48,25,5.856000
P00010842,Toys,Fall,2017,112.85,37,22,5.129545
P00010842,Toys,Winter,2017,186.05,61,28,6.644643
P00010842,Toys,Spring,2018,204.35,67,33,6.192424
P00010842,Toys,Summer,2018,146.40,48,23,6.365217
P00010842,Toys,Fall,2018,216.55,71,33,6.562121
P00010842,Toys,Winter,2018,143.35,47,23,6.232609
P00010842,Toys,Spring,2019,192.15,63,31,6.198387
P00010842,Toys,Summer,2019,216.55,71,33,6.562121
P00010842,Toys,Fall,2019,213.50,70,31,6.887097
P00010842,Toys,Winter,2019,219.60,72,31,7.083871
P00010842,Toys,Spring,2020,204.35,67,35,5.838571
P00010842,Toys,Summer,2020,176.90,58,29,6.100000
P00010842,Toys,Fall,2020,128.10,42,23,5.569565
P00010842,Toys,Winter,2020,125.05,41,23,5.436957
P00010942,Grocery,Spring,2015,150.51,29,15,10.034000
P00010942,Grocery,Summer,2015,166.08,32,20,8.304000
P00010942,Grocery,Fall,2015,124.56,24,14,8.897143
P00010942,Grocery,Winter,2015,119.37,23,13,9.182308
P00010942,Grocery,Spring,2016,134.94,26,12,11.245000
P00010942,Grocery,Summer,2016,166.08,32,12,13.840000
P00010942,Grocery,Fall,2016,238.74,46,19,12.565263
P00010942,Grocery,Winter,2016,114.18,22,11,10.380000
P00010942,Grocery,Spring,2017,181.65,35,17,10.685294
P00010942,Grocery,Summer,2017,124.56,24,12,10.380000
P00010942,Grocery,Fall,2017,114.18,22,13,8.783077
P00010942,Grocery,Winter,2017,67.47,13,7,9.638571
P00010942,Grocery,Spring,2018,134.94,26,12,11.245000
P00010942,Grocery,Summer,2018,124.56,24,13,9.581538
P00010942,Grocery,Fall,2018,171.27,33,15,11.418000
P00010942,Grocery,Winter,2018,72.66,14,6,12.110000
P00010942,Grocery,Spring,2019,160.89,31,15,10.726000
P00010942,Grocery,Summer,2019,114.18,22,10,11.418000
P00010942,Grocery,Fall,2019,103.80,20,10,10.380000
P00010942,Grocery,Winter,2019,72.66,14,8,9.082500
P00010942,Grocery,Spring,2020,145.32,28,14,10.380000
P00010942,Grocery,Summer,2020,186.84,36,16,11.677500
P00010942,Grocery,Fall,2020,103.80,20,11,9.436364
P00010942,Grocery,Winter,2020,108.99,21,10,10.899000
P00011042,Toys,Summer,2015,33.79,1,1,33.790000
P00011042,Toys,Fall,2015,33.79,1,1,33.790000
P00011042,Toys,Winter,2015,101.37,3,1,101.370000
P00011042,Toys,Spring,2016,67.58,2,1,67.580000
P00011042,Toys,Summer,2016,101.37,3,2,50.685000
P00011042,Toys,Fall,2016,236.53,7,3,78.843333
P00011042,Toys,Fall,2017,67.58,2,1,67.580000
P00011042,Toys,Winter,2017,168.95,5,2,84.475000
P00011042,Toys,Spring,2018,33.79,1,1,33.790000
P00011042,Toys,Summer,2018,67.58,2,1,67.580000
P00011042,Toys,Winter,2018,135.16,4,2,67.580000
P00011042,Toys,Spring,2019,168.95,5,2,84.475000
P00011042,Toys,Summer,2019,168.95,5,2,84.475000
P00011042,Toys,Fall,2019,101.37,3,1,101.370000
P00011042,Toys,Winter,2019,101.37,3,2,50.685000
P00011042,Toys,Spring,2020,135.16,4,2,67.580000
P00011042,Toys,Summer,2020,168.95,5,3,56.316667
P00011042,Toys,Fall,2020,168.95,5,3,56.316667
P00011042,Toys,Winter,2020,67.58,2,1,67.580000
P00011142,Toys,Spring,2016,67.92,1,1,67.920000
P00011142,Toys,Summer,2016,203.76,3,1,203.760000
P00011142,Toys,Winter,2016,67.92,1,1,67.920000
P00011142,Toys,Spring,2019,271.68,4,2,135.840000
P00011142,Toys,Fall,2019,67.92,1,1,67.920000
P00011242,Baby,Spring,2015,174.84,4,2,87.420000
P00011242,Baby,Summer,2015,43.71,1,1,43.710000
P00011242,Baby,Fall,2015,174.84,4,2,87.420000
P00011242,Baby,Winter,2015,87.42,2,1,87.420000
P00011242,Baby,Summer,2016,218.55,5,2,109.275000
P00011242,Baby,Winter,2016,131.13,3,1,131.130000
P00011242,Baby,Summer,2017,87.42,2,1,87.420000
P00011242,Baby,Fall,2017,262.26,6,2,131.130000
P00011242,Baby,Spring,2018,131.13,3,1,131.130000
P00011242,Baby,Summer,2018,131.13,3,1,131.130000
P00011242,Baby,Winter,2018,87.42,2,2,43.710000
P00011242,Baby,Spring,2019,131.13,3,1,131.130000
P00011242,Baby,Summer,2019,174.84,4,2,87.420000
P00011242,Baby,Fall,2019,43.71,1,1,43.710000
P00011242,Baby,Winter,2019,174.84,4,2,87.420000
P00011242,Baby,Spring,2020,43.71,1,1,43.710000
P00011242,Baby,Summer,2020,262.26,6,3,87.420000
P00011242,Baby,Winter,2020,43.71,1,1,43.710000
P00011342,Household Essentials,Spring,2015,757.79,11,5,151.558000
P00011342,Household Essentials,Summer,2015,413.34,6,4,103.335000
P00011342,Household Essentials,Fall,2015,137.78,2,1,137.780000
P00011342,Household Essentials,Winter,2015,344.45,5,2,172.225000
P00011342,Household Essentials,Spring,2016,413.34,6,3,137.780000
P00011342,Household Essentials,Fall,2016,206.67,3,2,103.335000
P00011342,Household Essentials,Winter,2016,206.67,3,1,206.670000
P00011342,Household Essentials,Spring,2017,344.45,5,2,172.225000
P00011342,Household Essentials,Summer,2017,206.67,3,1,206.670000
P00011342,Household Essentials,Fall,2017,68.89,1,1,68.890000
P00011342,Household Essentials,Winter,2017,137.78,2,1,137.780000
P00011342,Household Essentials,Spring,2018,137.78,2,1,137.780000
P00011342,Household Essentials,Summer,2018,275.56,4,2,137.780000
P00011342,Household Essentials,Winter,2018,275.56,4,2,137.780000
P00011342,Household Essentials,Spring,2019,413.34,6,3,137.780000
P00011342,Household Essentials,Summer,2019,413.34,6,2,206.670000
P00011342,Household Essentials,Fall,2019,482.23,7,3,160.743333
P00011342,Household Essentials,Winter,2019,344.45,5,3,114.816667
P00011342,Household Essentials,Spring,2020,206.67,3,1,206.670000
P00011342,Household Essentials,Winter,2020,68.89,1,1,68.890000
P00011442,Health & Beauty,Spring,2015,44.94,1,1,44.940000
P00011442,Health & Beauty,Summer,2015,179.76,4,2,89.880000
P00011442,Health & Beauty,Fall,2015,89.88,2,1,89.880000
P00011442,Health & Beauty,Winter,2015,224.70,5,3,74.900000
P00011442,Health & Beauty,Spring,2016,179.76,4,2,89.880000
P00011442,Health & Beauty,Summer,2016,179.76,4,2,89.880000
P00011442,Health & Beauty,Fall,2016,359.52,8,3,119.840000
P00011442,Health & Beauty,Spring,2017,359.52,8,4,89.880000
P00011442,Health & Beauty,Winter,2017,134.82,3,2,67.410000
P00011442,Health & Beauty,Spring,2018,179.76,4,3,59.920000
P00011442,Health & Beauty,Summer,2018,44.94,1,1,44.940000
P00011442,Health & Beauty,Fall,2018,44.94,1,1,44.940000
P00011442,Health & Beauty,Winter,2018,134.82,3,1,134.820000
P00011442,Health & Beauty,Spring,2019,44.94,1,1,44.940000
P00011442,Health & Beauty,Winter,2019,449.40,10,4,112.350000
P00011442,Health & Beauty,Spring,2020,134.82,3,1,134.820000
P00011442,Health & Beauty,Summer,2020,179.76,4,2,89.880000
P00011442,Health & Beauty,Fall,2020,89.88,2,1,89.880000
P00011442,Health & Beauty,Winter,2020,44.94,1,1,44.940000
P00011542,Health & Beauty,Spring,2015,60.30,3,1,60.300000
P00011542,Health & Beauty,Fall,2015,40.20,2,2,20.100000
P00011542,Health & Beauty,Spring,2016,20.10,1,1,20.100000
P00011542,Health & Beauty,Spring,2017,40.20,2,1,40.200000
P00011642,Toys,Fall,2016,45.27,1,1,45.270000
P00011642,Toys,Winter,2017,45.27,1,1,45.270000
P00011642,Toys,Winter,2019,90.54,2,1,90.540000
P00011742,Toys,Summer,2015,152.85,3,1,152.850000
P00011742,Toys,Fall,2015,152.85,3,1,152.850000
P00011742,Toys,Winter,2015,254.75,5,2,127.375000
P00011742,Toys,Spring,2016,509.50,10,4,127.375000
P00011742,Toys,Spring,2017,152.85,3,2,76.425000
P00011742,Toys,Winter,2018,152.85,3,1,152.850000
P00011742,Toys,Summer,2019,152.85,3,1,152.850000
P00011742,Toys,Fall,2019,152.85,3,1,152.850000
P00011742,Toys,Winter,2019,254.75,5,2,127.375000
P00011742,Toys,Summer,2020,458.55,9,3,152.850000
P00011742,Toys,Fall,2020,152.85,3,1,152.850000
P00011742,Toys,Winter,2020,101.90,2,1,101.900000
P00011842,Health & Beauty,Spring,2015,309.24,18,7,44.177143
P00011842,Health & Beauty,Summer,2015,171.80,10,4,42.950000
P00011842,Health & Beauty,Fall,2015,85.90,5,2,42.950000
P00011842,Health & Beauty,Winter,2015,120.26,7,3,40.086667
P00011842,Health & Beauty,Spring,2016,17.18,1,1,17.180000
P00011842,Health & Beauty,Summer,2016,68.72,4,3,22.906667
P00011842,Health & Beauty,Fall,2016,68.72,4,2,34.360000
P00011842,Health & Beauty,Winter,2016,103.08,6,3,34.360000
P00011842,Health & Beauty,Spring,2017,51.54,3,2,25.770000
P00011842,Health & Beauty,Summer,2017,274.88,16,7,39.268571
P00011842,Health & Beauty,Fall,2017,171.80,10,5,34.360000
P00011842,Health & Beauty,Winter,2017,137.44,8,3,45.813333
P00011842,Health & Beauty,Spring,2018,137.44,8,5,27.488000
P00011842,Health & Beauty,Summer,2018,154.62,9,3,51.540000
P00011842,Health & Beauty,Fall,2018,154.62,9,5,30.924000
P00011842,Health & Beauty,Winter,2018,171.80,10,5,34.360000
P00011842,Health & Beauty,Spring,2019,154.62,9,5,30.924000
P00011842,Health & Beauty,Summer,2019,292.06,17,7,41.722857
P00011842,Health & Beauty,Winter,2019,171.80,10,5,34.360000
P00011842,Health & Beauty,Spring,2020,223.34,13,6,37.223333
P00011842,Health & Beauty,Summer,2020,17.18,1,1,17.180000
P00011842,Health & Beauty,Fall,2020,137.44,8,6,22.906667
P00011842,Health & Beauty,Winter,2020,34.36,2,1,34.360000
P00011942,Toys,Spring,2015,96.75,5,3,32.250000
P00011942,Toys,Summer,2015,193.50,10,5,38.700000
P00011942,Toys,Fall,2015,116.10,6,4,29.025000
P00011942,Toys,Winter,2015,77.40,4,2,38.700000
P00011942,Toys,Summer,2016,77.40,4,2,38.700000
P00011942,Toys,Fall,2016,96.75,5,3,32.250000
P00011942,Toys,Winter,2016,38.70,2,1,38.700000
P00011942,Toys,Spring,2017,135.45,7,4,33.862500
P00011942,Toys,Summer,2017,77.40,4,3,25.800000
P00011942,Toys,Fall,2017,19.35,1,1,19.350000
P00011942,Toys,Spring,2018,135.45,7,3,45.150000
P00011942,Toys,Summer,2018,174.15,9,6,29.025000
P00011942,Toys,Fall,2018,135.45,7,3,45.150000
P00011942,Toys,Winter,2018,174.15,9,3,58.050000
P00011942,Toys,Spring,2019,116.10,6,3,38.700000
P00011942,Toys,Summer,2019,58.05,3,1,58.050000
P00011942,Toys,Fall,2019,174.15,9,4,43.537500
P00011942,Toys,Winter,2019,96.75,5,2,48.375000
P00011942,Toys,Spring,2020,58.05,3,2,29.025000
P00011942,Toys,Summer,2020,96.75,5,2,48.375000
P00011942,Toys,Fall,2020,96.75,5,3,32.250000
P00011942,Toys,Winter,2020,77.40,4,2,38.700000
P00012042,Toys,Fall,2016,76.26,1,1,76.260000
P00012042,Toys,Summer,2017,228.78,3,1,228.780000
P00012042,Toys,Summer,2018,228.78,3,1,228.780000
P00012042,Toys,Spring,2020,152.52,2,1,152.520000
P00012042,Toys,Winter,2020,152.52,2,1,152.520000
P00012142,Health & Beauty,Spring,2015,1578.03,23,11,143.457273
P00012142,Health & Beauty,Summer,2015,1029.15,15,8,128.643750
P00012142,Health & Beauty,Fall,2015,1440.81,21,9,160.090000
P00012142,Health & Beauty,Winter,2015,205.83,3,3,68.610000
P00012142,Health & Beauty,Spring,2016,1097.76,16,10,109.776000
P00012142,Health & Beauty,Summer,2016,686.10,10,6,114.350000
P00012142,Health & Beauty,Fall,2016,343.05,5,2,171.525000
P00012142,Health & Beauty,Winter,2016,1029.15,15,7,147.021429
P00012142,Health & Beauty,Spring,2017,960.54,14,7,137.220000
P00012142,Health & Beauty,Summer,2017,480.27,7,4,120.067500
P00012142,Health & Beauty,Fall,2017,1440.81,21,10,144.081000
P00012142,Health & Beauty,Winter,2017,1166.37,17,9,129.596667
P00012142,Health & Beauty,Spring,2018,1303.59,19,10,130.359000
P00012142,Health & Beauty,Summer,2018,754.71,11,5,150.942000
P00012142,Health & Beauty,Fall,2018,1234.98,18,10,123.498000
P00012142,Health & Beauty,Winter,2018,1234.98,18,8,154.372500
P00012142,Health & Beauty,Spring,2019,1166.37,17,8,145.796250
P00012142,Health & Beauty,Summer,2019,960.54,14,6,160.090000
P00012142,Health & Beauty,Fall,2019,891.93,13,5,178.386000
P00012142,Health & Beauty,Winter,2019,1715.25,25,15,114.350000
P00012142,Health & Beauty,Spring,2020,617.49,9,4,154.372500
P00012142,Health & Beauty,Summer,2020,891.93,13,9,99.103333
P00012142,Health & Beauty,Fall,2020,1097.76,16,7,156.822857
P00012142,Health & Beauty,Winter,2020,2195.52,32,15,146.368000
P00012242,Electronics,Spring,2015,19.18,1,1,19.180000
P00012242,Electronics,Summer,2015,38.36,2,1,38.360000
P00012242,Electronics,Fall,2015,19.18,1,1,19.180000
P00012242,Electronics,Winter,2015,19.18,1,1,19.180000
P00012242,Electronics,Spring,2016,230.16,12,6,38.360000
P00012242,Electronics,Winter,2016,249.34,13,5,49.868000
P00012242,Electronics,Spring,2017,76.72,4,2,38.360000
P00012242,Electronics,Summer,2017,76.72,4,2,38.360000
P00012242,Electronics,Fall,2017,210.98,11,4,52.745000
P00012242,Electronics,Winter,2017,57.54,3,2,28.770000
P00012242,Electronics,Spring,2018,134.26,7,3,44.753333
P00012242,Electronics,Summer,2018,57.54,3,1,57.540000
P00012242,Electronics,Fall,2018,76.72,4,2,38.360000
P00012242,Electronics,Winter,2018,57.54,3,1,57.540000
