StoreName,SupplierName,Product_ID,Year,Total_Revenue,Total_Quantity
InnoTech,Razer Inc.,P00120342,2017.0,11481.68,196
InnoTech,Razer Inc.,P00120542,2017.0,4051.10,85
InnoTech,Razer Inc.,P00121742,2017.0,51.19,1
InnoTech,Razer Inc.,P00122142,2017.0,63.44,2
InnoTech,Razer Inc.,P00123042,2017.0,690.47,11
InnoTech,Razer Inc.,P00123442,2017.0,288.40,20
InnoTech,Razer Inc.,P00124442,2017.0,1439.80,20
InnoTech,Razer Inc.,P00124842,2017.0,3452.24,88
InnoTech,Razer Inc.,P00125442,2017.0,782.00,10
InnoTech,Razer Inc.,P00125942,2017.0,9700.60,260
InnoTech,Razer Inc.,P00127042,2017.0,1001.22,66
InnoTech,Razer Inc.,P00127342,2017.0,10550.40,160
InnoTech,Razer Inc.,P00127942,2017.0,12164.84,179
InnoTech,Razer Inc.,P00131142,2017.0,341.73,9
InnoTech,Razer Inc.,P00131842,2017.0,220.20,3
InnoTech,Razer Inc.,P00132042,2017.0,847.60,52
InnoTech,Razer Inc.,P00132342,2017.0,105.85,5
InnoTech,Razer Inc.,P00132642,2017.0,1537.60,31
InnoTech,Razer Inc.,P00132742,2017.0,74.81,1
InnoTech,Razer Inc.,P00133742,2017.0,6201.60,95
InnoTech,Razer Inc.,P00134242,2017.0,236.50,11
InnoTech,Razer Inc.,P00134342,2017.0,4517.24,68
InnoTech,Razer Inc.,P00135042,2017.0,48.64,4
InnoTech,Razer Inc.,P00136142,2017.0,126.70,7
InnoTech,Razer Inc.,P00136342,2017.0,73.36,28
InnoTech,Razer Inc.,P00137342,2017.0,68.55,3
InnoTech,Razer Inc.,P00137942,2017.0,164.70,5
InnoTech,Razer Inc.,P00138742,2017.0,14.41,1
InnoTech,Razer Inc.,P00138842,2017.0,922.48,26
InnoTech,Razer Inc.,P00140642,2017.0,980.40,15
InnoTech,Razer Inc.,P00142042,2017.0,283.50,5
InnoTech,Razer Inc.,P00142442,2017.0,283.64,4
InnoTech,Razer Inc.,P00144342,2017.0,394.74,9
InnoTech,Razer Inc.,P00144742,2017.0,213.60,4
InnoTech,Razer Inc.,P00145642,2017.0,4622.05,97
InnoTech,Razer Inc.,P00145942,2017.0,5659.15,115
InnoTech,Razer Inc.,P00146542,2017.0,489.15,9
InnoTech,Razer Inc.,P00146842,2017.0,392.92,22
InnoTech,Razer Inc.,P00147642,2017.0,878.25,15
InnoTech,Razer Inc.,P00147742,2017.0,9469.68,204
InnoTech,Razer Inc.,P00148642,2017.0,8941.45,433
InnoTech,Razer Inc.,P00148842,2017.0,765.90,69
InnoTech,Razer Inc.,P00149142,2017.0,654.24,24
InnoTech,Razer Inc.,P00149842,2017.0,35.30,5
InnoTech,Razer Inc.,P00149942,2017.0,245.77,7
InnoTech,Razer Inc.,P00151042,2017.0,1107.89,17
InnoTech,Razer Inc.,P00152942,2017.0,2149.20,36
InnoTech,Razer Inc.,P00154642,2017.0,10619.56,194
InnoTech,Razer Inc.,P00155342,2017.0,2954.70,42
InnoTech,Razer Inc.,P00155942,2017.0,96.81,7
InnoTech,Razer Inc.,P00158142,2017.0,71.26,1
InnoTech,Razer Inc.,P00159642,2017.0,182.88,4
InnoTech,Razer Inc.,P00160342,2017.0,90.16,8
InnoTech,Razer Inc.,P00161442,2017.0,9916.72,191
InnoTech,Razer Inc.,P00161842,2017.0,1086.75,27
InnoTech,Razer Inc.,P00161942,2017.0,13299.73,281
InnoTech,Razer Inc.,P00162242,2017.0,1088.82,23
InnoTech,Razer Inc.,P00162642,2017.0,408.75,25
InnoTech,Razer Inc.,P00163842,2017.0,1016.26,61
InnoTech,Razer Inc.,P00168442,2017.0,1527.90,22
InnoTech,Razer Inc.,P00169342,2017.0,127.80,4
InnoTech,Razer Inc.,P00169642,2017.0,1472.00,23
InnoTech,Razer Inc.,P00170242,2017.0,150.32,4
InnoTech,Razer Inc.,P00173842,2017.0,14365.11,191
InnoTech,Razer Inc.,P00174042,2017.0,897.96,12
InnoTech,Razer Inc.,P00175642,2017.0,1730.75,25
InnoTech,Razer Inc.,P00175742,2017.0,724.79,11
InnoTech,Razer Inc.,P00176242,2017.0,1017.66,21
InnoTech,Razer Inc.,P00176542,2017.0,2885.44,71
InnoTech,Razer Inc.,P00177142,2017.0,3947.90,55
InnoTech,Razer Inc.,P00178742,2017.0,1255.50,50
InnoTech,Razer Inc.,P00179142,2017.0,2343.96,34
InnoTech,Razer Inc.,P00180442,2017.0,669.94,19
InnoTech,Razer Inc.,P00182742,2017.0,1492.99,173
InnoTech,Razer Inc.,P00184842,2017.0,1581.02,23
InnoTech,Razer Inc.,P00185042,2017.0,797.28,22
InnoTech,Razer Inc.,P00185142,2017.0,65.24,7
InnoTech,Razer Inc.,P00185242,2017.0,170.20,5
InnoTech,Razer Inc.,P00185542,2017.0,443.04,13
InnoTech,Razer Inc.,P00185642,2017.0,1279.44,18
InnoTech,Razer Inc.,P00186342,2017.0,778.44,26
InnoTech,Razer Inc.,P00187342,2017.0,5151.52,88
InnoTech,Razer Inc.,P00187942,2017.0,1045.44,66
InnoTech,Razer Inc.,P00188642,2017.0,2316.90,30
InnoTech,Razer Inc.,P00190342,2017.0,1001.13,39
InnoTech,Razer Inc.,P00190642,2017.0,270.35,5
InnoTech,Razer Inc.,P00191542,2017.0,2842.92,36
InnoTech,Razer Inc.,P00192242,2017.0,2697.62,38
InnoTech,Razer Inc.,P00192542,2017.0,8552.60,149
InnoTech,Razer Inc.,P00192742,2017.0,2428.44,49
InnoTech,Razer Inc.,P00192942,2017.0,690.03,123
InnoTech,Razer Inc.,P00193042,2017.0,3735.40,76
InnoTech,Razer Inc.,P00194842,2017.0,770.70,10
InnoTech,Razer Inc.,P00196142,2017.0,883.96,82
InnoTech,Razer Inc.,P00196542,2017.0,3217.34,134
InnoTech,Razer Inc.,P00197342,2017.0,1965.07,47
InnoTech,Razer Inc.,P00199042,2017.0,472.94,13
InnoTech,Razer Inc.,P00201342,2017.0,3458.88,144
InnoTech,Razer Inc.,P00201442,2017.0,2792.83,181
InnoTech,Razer Inc.,P00204342,2017.0,1914.00,29
InnoTech,Razer Inc.,P00205242,2017.0,786.94,22
InnoTech,Razer Inc.,P00206642,2017.0,64.08,12
InnoTech,Razer Inc.,P00207942,2017.0,8082.36,157
InnoTech,Razer Inc.,P00208242,2017.0,44.66,7
InnoTech,Razer Inc.,P00209242,2017.0,435.20,8
InnoTech,Razer Inc.,P00209342,2017.0,485.10,15
InnoTech,Razer Inc.,P00210242,2017.0,162.61,7
InnoTech,Razer Inc.,P00212742,2017.0,1170.77,53
InnoTech,Razer Inc.,P00215742,2017.0,2983.00,38
InnoTech,Razer Inc.,P00217042,2017.0,74.30,5
InnoTech,Razer Inc.,P00217242,2017.0,920.60,20
InnoTech,Razer Inc.,P00217542,2017.0,2313.36,54
InnoTech,Razer Inc.,P00217842,2017.0,1824.32,32
InnoTech,Razer Inc.,P00218142,2017.0,227.04,43
InnoTech,Razer Inc.,P00218842,2017.0,497.34,27
InnoTech,Razer Inc.,P00218942,2017.0,2423.04,32
InnoTech,Razer Inc.,P00220942,2017.0,414.92,44
InnoTech,Razer Inc.,P00222942,2017.0,5459.08,76
InnoTech,Razer Inc.,P00223642,2017.0,6120.66,91
InnoTech,Razer Inc.,P00223842,2017.0,136.50,21
InnoTech,Razer Inc.,P00224442,2017.0,335.35,19
InnoTech,Razer Inc.,P00227342,2017.0,137.83,11
InnoTech,Razer Inc.,P00227642,2017.0,446.00,50
InnoTech,Razer Inc.,P00228042,2017.0,435.20,16
InnoTech,Razer Inc.,P00229742,2017.0,5833.62,162
InnoTech,Razer Inc.,P00230242,2017.0,463.00,20
InnoTech,Razer Inc.,P00230842,2017.0,6714.40,109
InnoTech,Razer Inc.,P00231042,2017.0,112.71,3
InnoTech,Razer Inc.,P00232742,2017.0,677.40,20
InnoTech,Razer Inc.,P00233742,2017.0,2545.64,46
InnoTech,Razer Inc.,P00233942,2017.0,2940.07,97
InnoTech,Razer Inc.,P00234142,2017.0,337.35,15
InnoTech,Razer Inc.,P00235142,2017.0,124.83,3
InnoTech,Razer Inc.,P00235342,2017.0,99.88,22
InnoTech,Razer Inc.,P00235442,2017.0,1964.16,32
InnoTech,Razer Inc.,P00236342,2017.0,1919.64,34
InnoTech,Razer Inc.,P00237242,2017.0,395.58,38
InnoTech,Razer Inc.,P00237842,2017.0,1980.00,30
InnoTech,Razer Inc.,P00238142,2017.0,208.72,4
InnoTech,Razer Inc.,P00238442,2017.0,2737.80,130
InnoTech,Razer Inc.,P00238742,2017.0,2632.89,43
InnoTech,Razer Inc.,P00240042,2017.0,1553.82,58
InnoTech,Razer Inc.,P00240742,2017.0,51.00,2
InnoTech,Razer Inc.,P00240842,2017.0,545.05,11
InnoTech,Razer Inc.,P00241042,2017.0,196.56,24
InnoTech,Razer Inc.,P00243942,2017.0,11487.58,221
InnoTech,Razer Inc.,P00244342,2017.0,704.64,48
InnoTech,Razer Inc.,P00244742,2017.0,2898.75,75
InnoTech,Razer Inc.,P00247242,2017.0,20.30,5
InnoTech,Razer Inc.,P00247842,2017.0,32.36,2
InnoTech,Razer Inc.,P00247942,2017.0,461.78,11
InnoTech,Razer Inc.,P00248042,2017.0,67.20,7
InnoTech,Razer Inc.,P00248242,2017.0,26.24,1
InnoTech,Razer Inc.,P00250942,2017.0,2691.36,63
InnoTech,Razer Inc.,P00251242,2017.0,22472.25,415
InnoTech,Razer Inc.,P00251642,2017.0,909.33,51
InnoTech,Razer Inc.,P00251942,2017.0,11520.60,156
InnoTech,Razer Inc.,P00253142,2017.0,4127.54,94
InnoTech,Razer Inc.,P00253442,2017.0,1461.60,20
InnoTech,Razer Inc.,P00255342,2017.0,1736.90,22
InnoTech,Razer Inc.,P00256642,2017.0,7709.84,136
InnoTech,Razer Inc.,P00256742,2017.0,544.64,23
InnoTech,Razer Inc.,P00258542,2017.0,2099.72,28
InnoTech,Razer Inc.,P00259242,2017.0,3149.00,47
InnoTech,Razer Inc.,P00259342,2017.0,827.48,302
InnoTech,Razer Inc.,P00260142,2017.0,1401.84,72
InnoTech,Razer Inc.,P00260842,2017.0,88.83,9
InnoTech,Razer Inc.,P00260942,2017.0,168.56,4
InnoTech,Razer Inc.,P00262442,2017.0,772.20,15
InnoTech,Razer Inc.,P00262642,2017.0,105.72,3
InnoTech,Razer Inc.,P00263542,2017.0,6769.99,109
InnoTech,Razer Inc.,P00263842,2017.0,529.44,16
InnoTech,Razer Inc.,P00265242,2017.0,25512.24,663
InnoTech,Razer Inc.,P00265342,2017.0,2803.64,38
InnoTech,Razer Inc.,P00265842,2017.0,1364.58,19
InnoTech,Razer Inc.,P00267242,2017.0,212.60,5
InnoTech,Razer Inc.,P00269942,2017.0,644.80,16
InnoTech,Razer Inc.,P00270042,2017.0,1516.62,46
InnoTech,Razer Inc.,P00272442,2017.0,138.24,2
InnoTech,Razer Inc.,P00273742,2017.0,4778.16,129
InnoTech,Razer Inc.,P00273942,2017.0,4145.34,59
InnoTech,Razer Inc.,P00275542,2017.0,310.20,12
InnoTech,Razer Inc.,P00275842,2017.0,10431.08,157
InnoTech,Razer Inc.,P00276042,2017.0,639.76,11
InnoTech,Razer Inc.,P00276442,2017.0,1078.31,17
InnoTech,Razer Inc.,P00276542,2017.0,115.50,10
InnoTech,Razer Inc.,P00276742,2017.0,28.48,8
InnoTech,Razer Inc.,P00279642,2017.0,2241.96,42
InnoTech,Razer Inc.,P00280642,2017.0,5492.61,81
InnoTech,Razer Inc.,P00280942,2017.0,136.80,10
InnoTech,Razer Inc.,P00281542,2017.0,1785.30,33
InnoTech,Razer Inc.,P00282042,2017.0,3699.99,147
InnoTech,Razer Inc.,P00282742,2017.0,5199.28,68
InnoTech,Razer Inc.,P00283542,2017.0,705.45,15
InnoTech,Razer Inc.,P00285842,2017.0,8574.72,168
InnoTech,Razer Inc.,P00286242,2017.0,1108.95,15
InnoTech,Razer Inc.,P00286342,2017.0,436.93,13
InnoTech,Razer Inc.,P00287842,2017.0,740.88,36
InnoTech,Razer Inc.,P00289342,2017.0,13454.91,189
InnoTech,Razer Inc.,P00289442,2017.0,343.60,8
InnoTech,Razer Inc.,P00289942,2017.0,1664.00,260
InnoTech,Razer Inc.,P00290542,2017.0,328.90,13
InnoTech,Razer Inc.,P00290942,2017.0,111.93,3
InnoTech,Razer Inc.,P00292942,2017.0,227.76,8
InnoTech,Razer Inc.,P00293442,2017.0,43.32,1
InnoTech,Razer Inc.,P00293542,2017.0,599.04,8
InnoTech,Razer Inc.,P00294142,2017.0,540.54,66
InnoTech,Razer Inc.,P00294242,2017.0,4821.37,79
InnoTech,Razer Inc.,P00294342,2017.0,959.40,12
InnoTech,Razer Inc.,P00294842,2017.0,2091.60,45
InnoTech,Razer Inc.,P00296042,2017.0,4112.47,289
InnoTech,Razer Inc.,P00296942,2017.0,139.20,60
InnoTech,Razer Inc.,P00297342,2017.0,3567.89,61
InnoTech,Razer Inc.,P00297942,2017.0,382.13,53
InnoTech,Razer Inc.,P00299842,2017.0,1304.64,27
InnoTech,Razer Inc.,P00300442,2017.0,156.42,6
InnoTech,Razer Inc.,P00302342,2017.0,1856.10,69
InnoTech,Razer Inc.,P00303442,2017.0,4052.46,102
InnoTech,Razer Inc.,P00303542,2017.0,289.52,56
InnoTech,Razer Inc.,P00303842,2017.0,190.40,80
InnoTech,Razer Inc.,P00307642,2017.0,3405.00,75
InnoTech,Razer Inc.,P00312142,2017.0,828.80,35
InnoTech,Razer Inc.,P00312442,2017.0,143.76,2
InnoTech,Razer Inc.,P00313142,2017.0,1948.76,86
InnoTech,Razer Inc.,P00313642,2017.0,1098.16,28
InnoTech,Razer Inc.,P00313842,2017.0,2717.07,47
InnoTech,Razer Inc.,P00314342,2017.0,72.35,5
InnoTech,Razer Inc.,P00316642,2017.0,5209.55,155
InnoTech,Razer Inc.,P00316942,2017.0,757.92,16
InnoTech,Razer Inc.,P00318142,2017.0,1747.54,29
InnoTech,Razer Inc.,P00319842,2017.0,1121.60,40
InnoTech,Razer Inc.,P00320142,2017.0,915.46,14
InnoTech,Razer Inc.,P00320542,2017.0,2104.20,30
InnoTech,Razer Inc.,P00321642,2017.0,366.80,20
InnoTech,Razer Inc.,P00321742,2017.0,1464.97,191
InnoTech,Razer Inc.,P00322042,2017.0,3347.19,63
InnoTech,Razer Inc.,P00322342,2017.0,21.87,9
InnoTech,Razer Inc.,P00322542,2017.0,1143.76,29
InnoTech,Razer Inc.,P00323042,2017.0,3400.32,48
InnoTech,Razer Inc.,P00323942,2017.0,19113.82,307
InnoTech,Razer Inc.,P00324242,2017.0,231.96,3
InnoTech,Razer Inc.,P00325142,2017.0,2254.63,31
InnoTech,Razer Inc.,P00325542,2017.0,81.27,7
InnoTech,Razer Inc.,P00326442,2017.0,435.63,13
InnoTech,Razer Inc.,P00330842,2017.0,26.74,2
InnoTech,Razer Inc.,P00331042,2017.0,11929.97,163
InnoTech,Razer Inc.,P00331842,2017.0,3425.89,73
InnoTech,Razer Inc.,P00332142,2017.0,918.40,14
InnoTech,Razer Inc.,P00334042,2017.0,4079.40,60
InnoTech,Razer Inc.,P00334842,2017.0,70.64,4
InnoTech,Razer Inc.,P00337142,2017.0,549.92,8
InnoTech,Razer Inc.,P00337742,2017.0,283.80,33
InnoTech,Razer Inc.,P00339942,2017.0,5334.12,99
InnoTech,Razer Inc.,P00342742,2017.0,1843.41,43
InnoTech,Razer Inc.,P00343442,2017.0,1400.70,46
InnoTech,Razer Inc.,P00343542,2017.0,2878.00,40
InnoTech,Razer Inc.,P00345742,2017.0,3868.41,91
InnoTech,Razer Inc.,P00346242,2017.0,9267.72,204
InnoTech,Razer Inc.,P00348842,2017.0,2096.82,54
InnoTech,Razer Inc.,P00350542,2017.0,109.15,5
InnoTech,Razer Inc.,P00350942,2017.0,9641.37,267
InnoTech,Razer Inc.,P00352642,2017.0,871.20,15
InnoTech,Razer Inc.,P00352942,2017.0,1402.20,30
InnoTech,Razer Inc.,P00353942,2017.0,16.74,3
InnoTech,Razer Inc.,P00354342,2017.0,1522.80,120
InnoTech,Razer Inc.,P00354642,2017.0,2168.08,41
InnoTech,Razer Inc.,P00354742,2017.0,503.55,27
InnoTech,Razer Inc.,P00355042,2017.0,1017.90,18
InnoTech,Razer Inc.,P00355142,2017.0,5369.00,236
InnoTech,Razer Inc.,P00355342,2017.0,700.10,10
InnoTech,Razer Inc.,P00356242,2017.0,233.80,4
InnoTech,Razer Inc.,P00356442,2017.0,290.70,10
InnoTech,Razer Inc.,P00357842,2017.0,3536.94,46
InnoTech,Razer Inc.,P00358042,2017.0,269.36,7
InnoTech,Razer Inc.,P00358342,2017.0,3677.80,74
InnoTech,Razer Inc.,P00359442,2017.0,501.04,8
InnoTech,Razer Inc.,P00360742,2017.0,444.87,9
InnoTech,Razer Inc.,P00360942,2017.0,237.63,3
InnoTech,Razer Inc.,P00362142,2017.0,41.73,3
InnoTech,Razer Inc.,P00362342,2017.0,4277.04,142
InnoTech,Razer Inc.,P00362742,2017.0,935.64,18
InnoTech,Razer Inc.,P00363342,2017.0,71.60,5
InnoTech,Razer Inc.,P00363842,2017.0,95.36,4
InnoTech,Razer Inc.,P00367142,2017.0,1534.96,56
InnoTech,Razer Inc.,P00367842,2017.0,101.10,10
InnoTech,Razer Inc.,P00369142,2017.0,404.60,28
InnoTech,Razer Inc.,P00370142,2017.0,362.25,7
InnoTech,Razer Inc.,P00370293,2017.0,2574.24,248
InnoTech,Razer Inc.,P00371644,2017.0,18204.48,288
InnoTech,Razer Inc.,P00375436,2017.0,17395.56,252
InnoTech,Razer Inc.,P0093842,2017.0,30.26,1
InnoTech,Razer Inc.,P0094742,2017.0,686.14,26
InnoTech,Razer Inc.,P0095442,2017.0,428.95,23
InnoTech,Razer Inc.,P0095542,2017.0,1951.46,106
InnoTech,Razer Inc.,P0095842,2017.0,5237.65,89
InnoTech,Razer Inc.,P0096342,2017.0,2456.35,65
InnoTech,Razer Inc.,P0096742,2017.0,3536.16,48
InnoTech,Razer Inc.,P0096942,2017.0,2954.42,47
InnoTech,Razer Inc.,P0097342,2017.0,5491.85,119
InnoTech,Razer Inc.,P0098142,2017.0,189.44,16
Pakistan,ALL SUPPLIERS,ALL PRODUCTS,2017.0,96331.56,2792
Pakistan,Pakistan,ALL PRODUCTS,2017.0,96331.56,2792
Pakistan,Pakistan,P00014142,2017.0,90.12,6
Pakistan,Pakistan,P00019442,2017.0,853.32,26
Pakistan,Pakistan,P00023242,2017.0,366.80,8
Pakistan,Pakistan,P00029342,2017.0,165.06,7
Pakistan,Pakistan,P00031942,2017.0,1942.64,28
Pakistan,Pakistan,P00035342,2017.0,2425.63,43
Pakistan,Pakistan,P00045442,2017.0,303.40,10
Pakistan,Pakistan,P00049242,2017.0,711.54,18
Pakistan,Pakistan,P00100042,2017.0,485.21,11
Pakistan,Pakistan,P00122342,2017.0,60.46,2
Pakistan,Pakistan,P00131742,2017.0,598.78,14
Pakistan,Pakistan,P00132442,2017.0,115.47,9
Pakistan,Pakistan,P00135442,2017.0,15.66,3
Pakistan,Pakistan,P00141542,2017.0,4529.90,97
Pakistan,Pakistan,P00152842,2017.0,37.56,1
Pakistan,Pakistan,P00154242,2017.0,5984.98,94
Pakistan,Pakistan,P00165142,2017.0,169.29,11
Pakistan,Pakistan,P00168142,2017.0,462.69,9
Pakistan,Pakistan,P00174942,2017.0,184.80,6
Pakistan,Pakistan,P00177542,2017.0,3435.80,205
Pakistan,Pakistan,P00178042,2017.0,2588.04,117
Pakistan,Pakistan,P00188442,2017.0,2912.45,155
Pakistan,Pakistan,P00201642,2017.0,20.72,2
Pakistan,Pakistan,P00207042,2017.0,1854.36,36
Pakistan,Pakistan,P00208842,2017.0,3076.65,43
Pakistan,Pakistan,P00212242,2017.0,4329.36,84
Pakistan,Pakistan,P00221342,2017.0,4473.25,145
Pakistan,Pakistan,P00226142,2017.0,1667.44,38
Pakistan,Pakistan,P00262242,2017.0,1491.31,167
Pakistan,Pakistan,P00265742,2017.0,3846.08,68
Pakistan,Pakistan,P00273442,2017.0,2819.52,44
Pakistan,Pakistan,P00282442,2017.0,829.20,120
Pakistan,Pakistan,P00284042,2017.0,1062.48,57
Pakistan,Pakistan,P00294042,2017.0,2608.90,35
Pakistan,Pakistan,P00295942,2017.0,11036.25,375
Pakistan,Pakistan,P00297542,2017.0,475.50,10
Pakistan,Pakistan,P00298542,2017.0,1782.00,27
Pakistan,Pakistan,P00302442,2017.0,9455.00,155
Pakistan,Pakistan,P00313542,2017.0,8167.53,161
Pakistan,Pakistan,P00315242,2017.0,185.16,3
Pakistan,Pakistan,P00315642,2017.0,3159.72,134
Pakistan,Pakistan,P00327242,2017.0,1826.72,98
Pakistan,Pakistan,P00333342,2017.0,449.93,13
Pakistan,Pakistan,P00340642,2017.0,1319.37,39
Pakistan,Pakistan,P00356142,2017.0,114.08,2
Pakistan,Pakistan,P00358942,2017.0,252.48,6
Pakistan,Pakistan,P00360642,2017.0,27.32,4
Pakistan,Pakistan,P00366142,2017.0,616.00,10
Pakistan,Pakistan,P00366642,2017.0,344.19,7
Pakistan,Pakistan,P00369242,2017.0,205.12,4
Pakistan,Pakistan,P00369442,2017.0,23.12,1
Pakistan,Pakistan,P0098442,2017.0,373.20,24
Photo World,ALL SUPPLIERS,ALL PRODUCTS,2017.0,681371.75,17822
Photo World,Canon Inc.,ALL PRODUCTS,2017.0,681371.75,17822
Photo World,Canon Inc.,P00001242,2017.0,1417.01,31
Photo World,Canon Inc.,P00004142,2017.0,2620.80,40
Photo World,Canon Inc.,P00005142,2017.0,1672.76,76
Photo World,Canon Inc.,P00006142,2017.0,1673.52,76
Photo World,Canon Inc.,P00007442,2017.0,101.88,3
Photo World,Canon Inc.,P00009442,2017.0,90.00,5
Photo World,Canon Inc.,P00009642,2017.0,178.47,3
Photo World,Canon Inc.,P00010142,2017.0,54.01,11
Photo World,Canon Inc.,P00010842,2017.0,600.85,197
Photo World,Canon Inc.,P00011442,2017.0,494.34,11
Photo World,Canon Inc.,P00013142,2017.0,585.06,14
Photo World,Canon Inc.,P00015342,2017.0,1871.10,30
Photo World,Canon Inc.,P00016442,2017.0,625.37,23
Photo World,Canon Inc.,P00018342,2017.0,862.05,35
Photo World,Canon Inc.,P00019842,2017.0,1184.90,41
Photo World,Canon Inc.,P00021142,2017.0,1067.08,74
Photo World,Canon Inc.,P00023442,2017.0,160.75,5
Photo World,Canon Inc.,P00024142,2017.0,2493.60,80
Photo World,Canon Inc.,P00024442,2017.0,222.96,6
Photo World,Canon Inc.,P00025142,2017.0,514.25,17
Photo World,Canon Inc.,P00028442,2017.0,7094.22,147
Photo World,Canon Inc.,P00030042,2017.0,1817.53,41
Photo World,Canon Inc.,P00031742,2017.0,281.68,14
Photo World,Canon Inc.,P00033642,2017.0,4553.46,82
Photo World,Canon Inc.,P00033742,2017.0,1731.10,35
Photo World,Canon Inc.,P00036942,2017.0,923.18,31
Photo World,Canon Inc.,P00037242,2017.0,2647.78,41
Photo World,Canon Inc.,P00037942,2017.0,216.48,8
Photo World,Canon Inc.,P00038442,2017.0,2174.70,30
Photo World,Canon Inc.,P00038542,2017.0,64.25,1
Photo World,Canon Inc.,P00039842,2017.0,12.00,3
Photo World,Canon Inc.,P00041142,2017.0,315.60,15
Photo World,Canon Inc.,P00043942,2017.0,89.00,10
Photo World,Canon Inc.,P00046542,2017.0,107.46,3
Photo World,Canon Inc.,P00047442,2017.0,70.74,9
Photo World,Canon Inc.,P00047842,2017.0,522.80,40
Photo World,Canon Inc.,P00049542,2017.0,613.02,102
Photo World,Canon Inc.,P00049842,2017.0,579.42,37
Photo World,Canon Inc.,P00050242,2017.0,205.60,80
Photo World,Canon Inc.,P00050542,2017.0,2645.13,37
Photo World,Canon Inc.,P00050742,2017.0,964.92,51
Photo World,Canon Inc.,P00051642,2017.0,9221.41,121
Photo World,Canon Inc.,P00052542,2017.0,3931.82,58
Photo World,Canon Inc.,P00052742,2017.0,2947.56,42
Photo World,Canon Inc.,P00052942,2017.0,330.68,28
Photo World,Canon Inc.,P00053542,2017.0,1465.44,24
Photo World,Canon Inc.,P00055442,2017.0,89.14,2
Photo World,Canon Inc.,P00056842,2017.0,578.25,9
Photo World,Canon Inc.,P00057242,2017.0,5577.10,86
Photo World,Canon Inc.,P00058942,2017.0,8.02,2
Photo World,Canon Inc.,P00059442,2017.0,34427.43,513
Photo World,Canon Inc.,P00059742,2017.0,2397.23,37
Photo World,Canon Inc.,P00059842,2017.0,209.34,18
Photo World,Canon Inc.,P00060242,2017.0,1544.94,54
Photo World,Canon Inc.,P00061742,2017.0,230.08,8
Photo World,Canon Inc.,P00062742,2017.0,1918.80,104
Photo World,Canon Inc.,P00065442,2017.0,2000.70,38
Photo World,Canon Inc.,P00066842,2017.0,13.26,2
Photo World,Canon Inc.,P00071142,2017.0,823.92,12
Photo World,Canon Inc.,P00071242,2017.0,895.23,63
Photo World,Canon Inc.,P00073742,2017.0,264.55,13
Photo World,Canon Inc.,P00076042,2017.0,173.46,59
Photo World,Canon Inc.,P00076342,2017.0,256.08,4
Photo World,Canon Inc.,P00079042,2017.0,209.88,3
Photo World,Canon Inc.,P00079942,2017.0,523.28,31
Photo World,Canon Inc.,P00082042,2017.0,66.30,5
Photo World,Canon Inc.,P00082542,2017.0,75.32,7
Photo World,Canon Inc.,P00085742,2017.0,466.56,12
Photo World,Canon Inc.,P00087042,2017.0,1838.85,65
Photo World,Canon Inc.,P00089142,2017.0,1137.70,62
Photo World,Canon Inc.,P00090242,2017.0,113.44,4
Photo World,Canon Inc.,P00090942,2017.0,7050.29,193
Photo World,Canon Inc.,P0009942,2017.0,1694.94,39
Photo World,Canon Inc.,P00102542,2017.0,3149.82,54
Photo World,Canon Inc.,P00103442,2017.0,248.14,19
Photo World,Canon Inc.,P00104642,2017.0,200.19,3
Photo World,Canon Inc.,P00105242,2017.0,2382.35,31
Photo World,Canon Inc.,P00107642,2017.0,801.32,26
Photo World,Canon Inc.,P00108242,2017.0,416.24,8
Photo World,Canon Inc.,P00108342,2017.0,58.92,6
Photo World,Canon Inc.,P00108542,2017.0,3336.29,127
Photo World,Canon Inc.,P00108642,2017.0,1685.72,37
Photo World,Canon Inc.,P00109842,2017.0,3854.07,99
Photo World,Canon Inc.,P00111042,2017.0,1850.00,148
Photo World,Canon Inc.,P00111142,2017.0,13377.15,367
Photo World,Canon Inc.,P00111542,2017.0,3136.77,117
Photo World,Canon Inc.,P00112042,2017.0,208.25,25
Photo World,Canon Inc.,P00112542,2017.0,23336.19,383
Photo World,Canon Inc.,P00113042,2017.0,5381.53,241
Photo World,Canon Inc.,P00113442,2017.0,4409.96,82
Photo World,Canon Inc.,P00114142,2017.0,1003.44,111
Photo World,Canon Inc.,P00114442,2017.0,13446.69,177
Photo World,Canon Inc.,P00115742,2017.0,1296.84,101
Photo World,Canon Inc.,P00115942,2017.0,3806.88,168
Photo World,Canon Inc.,P00117042,2017.0,2509.80,89
Photo World,Canon Inc.,P00117842,2017.0,7730.69,121
Photo World,Canon Inc.,P00118342,2017.0,3169.60,80
Photo World,Canon Inc.,P00118542,2017.0,8190.08,134
Photo World,Canon Inc.,P00122842,2017.0,72.99,3
Photo World,Canon Inc.,P00122942,2017.0,52.36,7
Photo World,Canon Inc.,P00123642,2017.0,565.25,25
Photo World,Canon Inc.,P00127242,2017.0,7727.72,182
Photo World,Canon Inc.,P00127642,2017.0,15934.32,216
Photo World,Canon Inc.,P00129742,2017.0,214.50,39
Photo World,Canon Inc.,P00130342,2017.0,262.50,6
Photo World,Canon Inc.,P00130542,2017.0,17.56,1
Photo World,Canon Inc.,P00130642,2017.0,3714.50,170
